Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53)
5.280716926726817e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45004917355367546,0.11644472934454059,0.022784114511204077,0.0,5.6247828593925244e-11,9.8522597788956947e-07,2.0355806248348328e-08,3.4817407455845249e-10,2.8469271344741674e-22,4.6609237620802084e-05,5.0454269241343617e-20,4.3375395985564723e-05,1.0297396455222741e-14,6.7106398556218336e-15,1.12734838115264e-16,9.6343006637460712e-19,4.1537455457349193e-10,3.9167677796539526e-14,0.0021777859622966796,7.4884167069297263e-05,4.6012360008340965e-06,8.1545465003982755e-10,2.6389637791387024e-10,6.1847986924993181e-10,2.8364866483902766e-13,2.2262920867795459e-10,8.1930190282741519e-07,2.5872796231414251e-11,1.1532331717147652e-14,1.0896258925333684e-08,5.9198789683629397e-14,6.3877910051730821e-14,4.4478871321516648e-17
5.345367295822206e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45002557745912058,0.11642156825800813,0.022783658562018205,0.0,5.981740330674203e-11,1.009349832233525e-06,2.1251587022871694e-08,3.6107140354510581e-10,3.0598308494700383e-22,4.7179711871978984e-05,5.3685364601027604e-20,4.3869626015319616e-05,1.0692864307901758e-14,7.1801531948485189e-15,1.1946760177564867e-16,1.0173300930655721e-18,4.3401461529953571e-10,4.1165236093378383e-14,0.0022003595899654838,7.5795113272712961e-05,4.6963355518714014e-06,8.4233297391469669e-10,2.6712465431607059e-10,6.2440572149782699e-10,2.8637715191358587e-13,2.3159537730111953e-10,8.3534596339767704e-07,2.6712049745386287e-11,1.2024357027234703e-14,1.1230714415877818e-08,6.225254055628224e-14,6.6688025219117059e-14,4.6873284816156426e-17
5.410017664917594e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45000206892876715,0.11639849540936166,0.02278320266967878,0.0,6.3571656989425465e-11,1.0337772693541133e-06,2.2175861243630318e-08,3.7428215013277881e-10,3.2858779481596395e-22,4.775017854379796e-05,5.7080096917499266e-20,4.4363039213773913e-05,1.1098403064942147e-14,7.6765150245759041e-15,1.2651270741957764e-16,1.0735709843663557e-18,4.5326222399827531e-10,4.3238502758140029e-14,0.0022228448259658307,7.6705915922956503e-05,4.7922676835299373e-06,8.6976883784327936e-10,2.7035275907887363e-10,6.3033146296548223e-10,2.8910622244211678e-13,2.4081825181709072e-10,8.5152199129551758e-07,2.7568580044667911e-11,1.2533530204401991e-14,1.1570810567231811e-08,6.5423354016532179e-14,6.9587427915949741e-14,4.9367098428094455e-17
5.474668034012983e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44997864762235018,0.11637551045296272,0.022782746834003227,0.0,6.7517980717402165e-11,1.0585093128772087e-06,2.3129195310083142e-08,3.8781001755417532e-10,3.5257139906305412e-22,4.8320637506476196e-05,6.0644614696990741e-20,4.4855638000191167e-05,1.1514142400696817e-14,8.2009243332283028e-15,1.3388053050863059e-16,1.1322258946357861e-18,4.7312976315184637e-10,4.5389380622473146e-14,0.0022452420160750121,7.7616574794409372e-05,4.8890276697108017e-06,8.9776669253965979e-10,2.7358069149106975e-10,6.362570925039818e-10,2.9183589941821632e-13,2.5030202590318453e-10,8.6782939933154754e-07,2.8442538697068074e-11,1.3060342805144383e-14,1.1916565201266019e-08,6.8714205820557259e-14,7.2577887790538996e-14,5.1963210738287716e-17
5.539318403108372e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4499553132010205,0.11635261304452947,0.022782291054809688,0.0,7.1663972239307119e-11,1.0835470155628012e-06,2.4112160032159766e-08,4.0165870687916411e-10,3.7800083931309614e-22,4.8891088630710915e-05,6.4385219011990041e-20,4.5347424783764551e-05,1.1940212080020842e-14,8.7546188220435494e-15,1.4158165347849942e-16,1.1933693904219018e-18,4.9362970839415729e-10,4.7619796702656548e-14,0.002267551504713106,7.8527089655333425e-05,4.9866107361509546e-06,9.2633093817023988e-10,2.7680845084401738e-10,6.4218260896485315e-10,2.9456620651012342e-13,2.6005089778555398e-10,8.8426759595331105e-07,2.9334076408797639e-11,1.360529745642166e-14,1.2267996232899036e-08,7.212810997281592e-14,7.5661188110536266e-14,5.4664566888902799e-17
5.60396877220376e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44993206532733937,0.11632980284113145,0.022781835331917046,0.0,7.6017438973815651e-11,1.1088914592614169e-06,2.5125330592530143e-08,4.158319170125964e-10,4.0494550277744115e-22,4.9461531787674544e-05,6.8308365382760064e-20,4.5838401963612193e-05,1.2376741957451659e-14,9.3388756714509771e-15,1.496268668852368e-16,1.2570774605011151e-18,5.1477462728677358e-10,4.9931702216240656e-14,0.0022897736349483406,7.9437460267914187e-05,5.0850120604718089e-06,9.5546592334462233e-10,2.8003603643178901e-10,6.4810801120003111e-10,2.9729716790052664e-13,2.7006906764341199e-10,9.0083598528519452e-07,3.0243343017652772e-11,1.4168907979510047e-14,1.2625121687906507e-08,7.5668118752609016e-14,7.8839125643441763e-14,5.7474157772771686e-17
5.668619141299149e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44990890366527242,0.11630707950118419,0.022781379665144902,0.0,8.0586400973645754e-11,1.134543754863332e-06,2.6169286508638169e-08,4.3033334469213704e-10,4.3347728313654051e-22,5.0031966849010029e-05,7.2420665658809642e-20,4.6328571928772443e-05,1.2823861976393773e-14,9.9550123120468049e-15,1.5802717052356774e-16,1.3234275258149441e-18,5.3657717808346933e-10,5.2327072598536435e-14,0.0023119087485024459,8.0347686388304167e-05,5.1842267722411702e-06,9.8517594436381532e-10,2.8326344755116889e-10,6.5403329806194279e-10,3.000288082249029e-13,2.8036073734751233e-10,9.1753396716623644e-07,3.1170487486478092e-11,1.4751699403996723e-14,1.2987959720057084e-08,7.9337322740399408e-14,8.2113510536392298e-14,6.039502096541954e-17
5.7332695103945375e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44988582788018511,0.11628444268444384,0.022780924054313579,0.0,8.537909387911147e-11,1.1605050422405239e-06,2.7244611594496812e-08,4.4516668448611114e-10,4.6367064252240324e-22,5.0602393686826026e-05,7.6728889900297621e-20,4.6817937058199023e-05,1.3281702168307877e-14,1.0604387200070298e-14,1.6679377451722327e-16,1.3924984493039333e-18,5.590501084838856e-10,5.4807907518952664e-14,0.0023339571857559755,8.1257767766665509e-05,5.284249953049407e-06,1.0154652455369294e-09,2.8649068350144032e-10,6.5995846840340728e-10,3.0276115286365896e-13,2.9093011077455923e-10,9.3436093718760919e-07,3.2115657890526719e-11,1.5354208218793796e-14,1.3356528627594365e-08,8.3138850843889764e-14,8.548616619527957e-14,6.3430240478363757e-17
5.797919879489926e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44986283763883622,0.11626189205200199,0.022780468499244113,0.0,9.0403971852651239e-11,1.1867764901813219e-06,2.8351893922249748e-08,4.6033562879136521e-10,4.9560267383117689e-22,5.117281217369231e-05,8.1239968259351314e-20,4.7306499720756404e-05,1.3750392651904339e-14,1.1288400597262873e-14,1.7593810038123318e-16,1.464370545638391e-18,5.82206254376769e-10,5.7376230897182363e-14,0.0023559192857536097,8.2167704147213859e-05,5.3850766366064441e-06,1.0463380181875371e-09,2.8971774358446287e-10,6.6588352107755458e-10,3.0549422773927682e-13,3.0178139059555521e-10,9.5131628673385399e-07,3.3079001410767988e-11,1.5976982530168631e-14,1.3730846869082804e-08,8.7075870323860728e-14,8.8958929163195219e-14,6.6582945377094891e-17
5.862570248585315e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44983993260937322,0.11623942726628025,0.022780012999758265,0.0,9.5669710469282805e-11,1.2133592963177227e-06,2.9491725783508764e-08,4.7584386783114262e-10,5.2935316391064428e-22,5.1743222182634957e-05,8.5960992861280648e-20,4.7794262275214862e-05,1.4230063632341058e-14,1.2008495354977752e-14,1.8547178205633682e-16,1.5391255908455922e-18,6.0605853857210902e-10,6.0034090919238881e-14,0.002377795386209441,8.3077495268262861e-05,5.4867018088521314e-06,1.0777983995887287e-09,2.9294462710475673e-10,6.7180845493793542e-10,3.0822805913390197e-13,3.1291877777194522e-10,9.6839940302163552e-07,3.4060664329471775e-11,1.6620581995050465e-14,1.4110933078634987e-08,9.1151586819770243e-14,9.2533648998183402e-14,6.9856311086203782e-17
5.9272206176807034e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44981711246132638,0.1162170479910251,0.022779557555678499,0.0,1.0118520959356127e-10,1.2402546870453165e-06,3.0664703650462406e-08,4.9169508965297324e-10,5.6500465809518865e-22,5.231362358713176e-05,9.0899219685669133e-20,4.8281227070245806e-05,1.472084540042558e-14,1.2766157702445721e-14,1.9540666691548214e-16,1.6168468318330856e-18,6.3061996952258062e-10,6.2783560053343016e-14,0.0023995858235122351,8.3987140862267049e-05,5.5891204080791323e-06,1.1098504735968612e-09,2.9617133336929989e-10,6.7773326883845456e-10,3.1096267415903989e-13,3.2434647286489447e-10,9.8560966913691648e-07,3.5060792016148315e-11,1.728557808724503e-14,1.4496806080537087e-08,9.5369244375115426e-14,9.6212188150346373e-14,7.3253559360153817e-17
5.991870986776092e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44979437686560286,0.11619475389130259,0.022779102166827988,0.0,1.0695959624135641e-10,1.2674639174357987e-06,3.1871428136759629e-08,5.0789298012657738e-10,6.0264252482275948e-22,5.2884016261107475e-05,9.6062070447323575e-20,4.8767396444417004e-05,1.5222868331821511e-14,1.356291803908206e-14,2.057548167422771e-16,1.6976189958077619e-18,6.5590364003511802e-10,6.5626735065661432e-14,0.0024212909327306666,8.4896640655866338e-05,5.6923273250785611e-06,1.142498269790443e-09,2.9939786168751313e-10,6.8365796163323669e-10,3.1369810053486302e-13,3.3606867213586686e-10,1.0029464640775697e-06,3.6079528920373571e-11,1.797255432667978e-14,1.4888484903288501e-08,9.9732125462558157e-14,9.9996421838317483e-14,7.6777956013950468e-17
6.056521355871481e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44977172549448236,0.11617254463349316,0.022778646833030623,0.0,1.130022273842786e-10,1.2949882711420481e-06,3.3112503958182064e-08,5.2444122294178322e-10,6.4235502100397962e-22,5.3454400078929221e-05,1.0145713447706406e-19,4.9252772726187869e-05,1.5736262886259108e-14,1.440035173068851e-14,2.165285086816358e-16,1.7815282995903447e-18,6.8192272597170106e-10,6.856573703589732e-14,0.0024429110476185483,8.5805994369931755e-05,5.7963174032996239e-06,1.1757457619333754e-09,3.026242113713992e-10,6.8958253217673944e-10,3.1643436618229309e-13,3.4808956643154783e-10,1.0204091627934045e-06,3.7117018570553619e-11,1.8682106104409444e-14,1.5285988793071348e-08,1.0424355100881606e-13,1.0388823792507515e-13,8.0432812699874014e-17
6.121171724966869e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44974915802161036,0.11615041988528642,0.022778191554110976,0.0,1.1932269273489661e-10,1.3228290602957219e-06,3.4388539893097782e-08,5.4134349960645817e-10,6.842333591684053e-22,5.4024774915401829e-05,1.0709217060233584e-19,4.9737358233904775e-05,1.6261159606750066e-14,1.5280079909456994e-14,2.2774023616262136e-16,1.8686624588249703e-18,7.086904849395926e-10,7.1602711372734433e-14,0.0024644465006200171,8.6715201719608559e-05,5.9010854390189858e-06,1.2095968689371535e-09,3.05850381735393e-10,6.9550697932374811e-10,3.1917149994183351e-13,3.604133439493731e-10,1.0379971362225501e-06,3.817340355820108e-11,1.9414840940576666e-14,1.5689337226664614e-08,1.0890688041931947e-13,1.0788953679313003e-13,8.4221487420732958e-17
6.185822094062258e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44972667412199385,0.11612837931567607,0.022777736329894327,0.0,1.2593081752585714e-10,1.3509876253973505e-06,3.5700148742697397e-08,5.5860348944445387e-10,7.2837177435990726e-22,5.4595140645763178e-05,1.1297510902762511e-19,5.0221155275796445e-05,1.6797689118806363e-14,1.6203770277668748e-14,2.3940270979322808e-16,1.9591106970835309e-18,7.3622025497237523e-10,7.4739827829134607e-14,0.002485897622874724,8.7624262414361277e-05,6.0066261815350201e-06,1.2440554543260278e-09,3.0907637209625785e-10,7.0143130192919139e-10,3.2190953140484405e-13,3.7304418567713363e-10,1.0557097513353804e-06,3.9248825529162702e-11,2.0171378841407118e-14,1.6098549923817552e-08,1.1372551160263616e-13,1.120022312191173e-13,8.814738090135648e-17
6.250472463157647e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44970427347199476,0.11610642259495457,0.02277728116020666,0.0,1.3283666521689674e-10,1.3794653351989321e-06,3.7047947291032568e-08,5.7622486959356344e-10,7.7486759148400601e-22,5.5165497145679615e-05,1.1911405321466089e-19,5.0704166149969442e-05,1.7345982129663291e-14,1.7173137914925214e-14,2.5152885822744402e-16,2.0529637548644689e-18,7.6452545320062457e-10,7.7979280517490068e-14,0.0025072647442229822,8.8533176158020558e-05,6.1129343333776415e-06,1.2791253240387841e-09,3.1230218177323296e-10,7.07355498848223e-10,3.2464849011290883e-13,3.859862630600483e-10,1.0735463711763929e-06,4.0343425187010388e-11,2.0952351989984645e-14,1.6513646859095938e-08,1.1870288099466467e-13,1.1622824624776889e-13,9.2213938886619681e-17
6.315122832253035e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44968195574932551,0.11608454939470822,0.022776826044874642,0.0,1.4005054017172885e-10,1.4082635865789838e-06,3.8432556264847438e-08,5.94211315003493e-10,8.2382129515558368e-22,5.5735844291241277e-05,1.2551728176238477e-19,5.1186393144403697e-05,1.7906169427506426e-14,1.8189946088815804e-14,2.6413182900468496e-16,2.1503138984857026e-18,7.9361957451209792e-10,8.1323287924631032e-14,0.0025285481932109054,8.9441942648826956e-05,6.2200045505237251e-06,1.3148102276642458e-09,3.1552781008796648e-10,7.1327956893629845e-10,3.2738840659914521e-13,3.9924374279113416e-10,1.0915063548991977e-06,4.1457342275687616e-11,2.1758404945620543e-14,1.693464827321492e-08,1.2384246358259811e-13,1.2056951906527992e-13,9.6424653786301392e-17
6.379773201348424e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44965972063304288,0.11606275938781183,0.022776370983725633,0.0,1.4758299034493168e-10,1.4373838044100303e-06,3.9854600293197814e-08,6.1256649843384622e-10,8.7533659888943989e-22,5.6306181958957659e-05,1.3219325028667087e-19,5.1667838536948142e-05,1.8478381880702662e-14,1.9256007068932519e-14,2.7722498936113743e-16,2.2512549288713863e-18,8.2351619020348317e-10,8.4774092926689606e-14,0.0025497482970955297,9.0350561579475699e-05,6.3278314426394744e-06,1.3511138585278486e-09,3.1875325636434693e-10,7.1920351104897253e-10,3.3012931242396217e-13,4.1282078181610403e-10,1.1095890578114967e-06,4.2590715567242347e-11,2.2590195208838525e-14,1.7361574683870966e-08,1.2914777292865825e-13,1.2502799887211278e-13,1.0078305900912429e-16
6.4444235704438125e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44963756780354258,0.11604105224842381,0.02277591597658769,0.0,1.55444809882133e-10,1.4668274414185704e-06,4.1314707866887432e-08,6.312940904521205e-10,9.2952051409626201e-22,5.6876510025752835e-05,1.3915059329977853e-19,5.2148504595316448e-05,1.9062750437035145e-14,2.0373182944047343e-14,2.9082192701345811e-16,2.3558821902322121e-18,8.5422894662239401e-10,8.8333962803820126e-14,0.0025708653818498975,9.1259032637165392e-05,6.4364095733415641e-06,1.3880398506296952e-09,3.2197851992861543e-10,7.251273240418911e-10,3.328712387292913e-13,4.2672152284331274e-10,1.1277938314197258e-06,4.3743682871705207e-11,2.3448392764162818e-14,1.7794446896085664e-08,1.3462236119360288e-13,1.2960564675522451e-13,1.0529273168545439e-16
6.509073939539201e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44961549694255426,0.11601942765198103,0.022775461023289527,0.0,1.6364704167016818e-10,1.4965959780374609e-06,4.2813511297710867e-08,6.5039775943171523e-10,9.8648342275671395e-22,5.7446828368961023e-05,1.4639812608951982e-19,5.2628393577082924e-05,1.9659406122942168e-14,2.1543386442349267e-14,3.0493645091511866e-16,2.4642925786389554e-18,8.857715637988022e-10,9.2005189254777516e-14,0.0025918997721681436,9.2167355503642001e-05,6.5457334604580565e-06,1.4255917799833773e-09,3.25203600109385e-10,7.3105100677096557e-10,3.3561421764925049e-13,4.4095010179851631e-10,1.1461200234619695e-06,4.4916381018748142e-11,2.433368012816676e-14,1.8233286012073098e-08,1.4026981916000614e-13,1.3430443555971285e-13,1.0995729646658249e-16
6.57372430863459e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449593507733136,0.11599788527519379,0.022775006123660568,0.0,1.7220097992190891e-10,1.5266909222507112e-06,4.4351646677486444e-08,6.6988117154995615e-10,1.0463391490269685e-21,5.8017136866321991e-05,1.5394484659812473e-19,5.3107507729678476e-05,2.0268480042759859e-14,2.2768581754678092e-14,3.1958259198460107e-16,2.5765845504889916e-18,9.1815783406885667e-10,9.5790088411353625e-14,0.002612851791470543,9.3075529855243623e-05,6.6557975763177572e-06,1.4637731657429932e-09,3.2842849623745009e-10,7.3697455809220587e-10,3.3835828284457415e-13,4.5551064297822318e-10,1.1645669779533915e-06,4.6108945838878725e-11,2.5246753227663507e-14,1.867811344064251e-08,1.4609377625531375e-13,1.3912634975992665e-13,1.1478041689547662e-16
6.6383746777299784e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44957159985966827,0.1159764247960407,0.022774551277530908,0.0,1.8111817266341185e-10,1.5571138094307636e-06,4.5929753836921861e-08,6.8974799078612563e-10,1.1092050293586922e-21,5.8587435395976536e-05,1.6179993730078646e-19,5.3585849290386847e-05,2.0890103377968762e-14,2.405078536054935e-14,3.3477460380598883e-16,2.6928581308655055e-18,9.5140162068983329e-10,9.9691000852672721e-14,0.0026337217619085466,9.3983555362950477e-05,6.7665963480640175e-06,1.5025874661018495e-09,3.316532076458291e-10,7.4289797686156662e-10,3.4110346705327325e-13,4.7040725102261287e-10,1.1831340352349776e-06,4.7321512182009053e-11,2.6188320811841862e-14,1.9128950906147293e-08,1.5209790057467394e-13,1.4407338533004491e-13,1.1976579812129424e-16
6.703025046825367e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44954977300784915,0.11595504589376381,0.022774096484731301,0.0,1.9041042413692443e-10,1.5878662021681933e-06,4.7548476304303299e-08,7.1000187891951117e-10,1.1752019881450276e-21,5.9157723836461875e-05,1.6997276708386956e-19,5.4063420486340754e-05,2.1524407386444177e-14,2.5392066856846841e-14,3.5052696330261011e-16,2.8132149217891295e-18,9.8551685644425722e-10,1.0371029161934665e-13,0.0026545100043697963,9.4891431692430036e-05,6.8781241579606435e-06,1.5420380793845033e-09,3.3487773366985312e-10,7.4882126193518267e-10,3.4384980383221315e-13,4.8564402164882347e-10,1.201820532003734e-06,4.8554213899925601e-11,2.715910419410433e-14,1.9585820456991139e-08,1.5828589890354532e-13,1.4914754961410447e-13,1.2491719456126596e-16
6.761210379011217e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44953019785600834,0.11593587436585141,0.02277368721666953,0.0,1.9910409030666409e-10,1.6158263961582828e-06,4.90405874362543e-08,7.2856434683288452e-10,1.2373792165826132e-21,5.9670974706585988e-05,1.7760787588711675e-19,5.4492577733376628e-05,2.2106231515321222e-14,2.6651485781862778e-14,3.6519532977652532e-16,2.9251124299066267e-18,1.0169772279962728e-09,1.074308412066647e-13,0.0026731498093639562,9.5708392561004508e-05,6.9791178355238181e-06,1.5780904418004599e-09,3.3777964804022517e-10,7.5415210324630916e-10,3.4632252214287078e-13,4.9965132911873662e-10,1.2187399487362537e-06,4.9680970990277922e-11,2.8058396180409057e-14,2.0002178976274998e-08,1.6401540453164907e-13,1.5382466064932894e-13,1.296985258076929e-16
6.819395711197067e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44951068785089954,0.11591676842435102,0.022773277991546138,0.0,2.0812029627007798e-10,1.6440559543521835e-06,5.0566595442580755e-08,7.4744597114458437e-10,1.3022868917462159e-21,6.0184217218418645e-05,1.8551519103435685e-19,5.4921114389986576e-05,2.2698529162779264e-14,2.7962063142881326e-14,3.8034035521178496e-16,3.0404772261227855e-18,1.0491650661344586e-09,1.112509713483875e-13,0.0026917239057532702,9.6525232069019968e-05,7.080693289696607e-06,1.6146633174461185e-09,3.4068141123106957e-10,7.5948283450360277e-10,3.4879622833755001e-13,5.1394043503182615e-10,1.235755082679748e-06,5.0824241470498766e-11,2.8982493441988882e-14,2.0423458159012927e-08,1.6989963875740905e-13,1.5860786009792106e-13,1.3462018955307948e-16
6.877581043382917e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44949124276611208,0.11589772783803506,0.022772868809239157,0.0,2.1746818921532717e-10,1.6725560717016043e-06,5.2126976971946292e-08,7.6664941671318267e-10,1.3700209163613078e-21,6.0697451284219302e-05,1.9370193721793114e-19,5.5349032058646687e-05,2.3301396171569542e-14,2.9325421351642079e-14,3.9597305980988235e-16,3.1593866868023216e-18,1.082090666700306e-09,1.1517245703700627e-13,0.0027102325248589149,9.7341949961897694e-05,7.1828463332927722e-06,1.6517590568444032e-09,3.4358302276233582e-10,7.6481345487311076e-10,3.5127094676814943e-13,5.2851428835774131e-10,1.2528654428978563e-06,5.1984120823284435e-11,2.993194899772533e-14,2.0849674782883162e-08,1.7594138430095736e-13,1.6349863441541369e-13,1.3968501189675357e-16
6.9357663755687665e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44947186237608633,0.1158787523764926,0.022772459669627033,0.0,2.2715709031594738e-10,1.7013279605462966e-06,5.3722210994929754e-08,7.8617734694903163e-10,1.4406797338116345e-21,6.1210676816496299e-05,2.0217546611504637e-19,5.577633233516485e-05,2.3914928432718781e-14,3.0743219751103685e-14,4.1210461181943529e-16,3.2819192428644004e-18,1.1157643676230495e-09,1.1919708934865378e-13,0.0027286758971852647,9.8158545981685635e-05,7.2855727505607348e-06,1.6893799752396082e-09,3.4648448215536537e-10,7.701439635211796e-10,3.5374670588912559e-13,5.4337583501538731e-10,1.270070536163727e-06,5.3160703824508198e-11,3.0907325592995685e-14,2.1280845856846781e-08,1.8214344932218218e-13,1.6849847719009584e-13,1.4489583904434933e-16
6.993951707754616e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44945254645611005,0.11585984181012619,0.022772050572588663,0.0,2.3719649607691706e-10,1.7303728504934917e-06,5.5352778779141392e-08,8.0603242381313986e-10,1.5143643703662099e-21,6.1723893728004192e-05,2.1094325749581106e-19,5.6203016808679107e-05,2.4539221885096609e-14,3.2217155111020398e-14,4.2874632785915233e-16,3.4081543843669234e-18,1.1501965480760374e-09,1.2332667545109449e-13,0.0027470542524227928,9.8975019867092204e-05,7.3888682974396501e-06,1.7275283465323203e-09,3.493857889327882e-10,7.7547435961401643e-10,3.562235326584581e-13,5.5852799740986332e-10,1.2873698670051019e-06,5.4354084578990373e-11,3.1909195298853333e-14,2.1716988625065305e-08,1.8850866743349123e-13,1.7360888906493718e-13,1.502555358803215e-16
7.046318506721881e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44943521706497952,0.11584287759666317,0.022771682421554931,0.0,2.4653963389441535e-10,1.7567476974740161e-06,5.6850899749747575e-08,8.2418390229995671e-10,1.5833532352089494e-21,6.2185781505691854e-05,2.1909215028886426e-19,5.6586507631320181e-05,2.5110366142426713e-14,3.3593126968881372e-14,4.441695355280672e-16,3.524998277852006e-18,1.1818426214326545e-09,1.2713454503204415e-13,0.0027635393717112232,9.9709741720438314e-05,7.4823173651016555e-06,1.7623146961376792e-09,3.5199683415273641e-10,7.8027161917349469e-10,3.5845361031155906e-13,5.7241582758753954e-10,1.3030194265805411e-06,5.5442566590618324e-11,3.2834008252715644e-14,2.2113782359738137e-08,1.9437922212689029e-13,1.7830404223721323e-13,1.5520895110136493e-16
7.09344862579242e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44941966497223168,0.11582765445184895,0.022771351114952963,0.0,2.5520382463726459e-10,1.7806757506189895e-06,5.8224306468600514e-08,8.4075024308367178e-10,1.6476744517516643e-21,6.2601474422756023e-05,2.266398707736802e-19,5.6931224943073799e-05,2.5631972971577552e-14,3.4872646871585931e-14,4.5841866646905563e-16,3.6328269150886981e-18,1.2108628881964602e-09,1.3063668348316366e-13,0.0027783312474576861,0.00010037090645980633,7.5668101287355257e-06,1.7939905655263574e-09,3.5434666854114387e-10,7.8458907374688433e-10,3.6046145445148225e-13,5.851199092797009e-10,1.3171686486537623e-06,5.6433954321404214e-11,3.3685443340205163e-14,2.2474362642016196e-08,1.9977942968267061e-13,1.8260821097450883e-13,1.5977390179425121e-16
