Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(141),C3H6X(151),C3H5X(149),C4H8(196),C4H8X(205),C4H7X(204),C3H5X(150),C5H10(233),SX(254),C4H8(240),C4H8X(315),C3H8X(43),C4H7X(251),C5H9X(252),C6H12(377),SX(388),HOCXO(25),OCX(21),HOX(23),OX(20),COX(37),CH3OHX(46),H2OX(35),CH3OX(44),DME(448),DMEX(462),SX(449),C4H7X(197),C4H7(208),C4H7X(496)
0.008718205690447971,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104872906253091,0.099963780081702952,6.4797146010607403e-32,0.099965259304405307,6.5987782190270389e-16,2.4079978646616181e-09,2.7999254488705858e-12,7.4923652292892485e-10,3.9842006614291447e-26,1.4771628010283606e-06,4.6126845383609033e-19,1.0999047529902333e-13,6.978986605256966e-13,7.120126730562996e-16,2.3769695109965133e-25,2.4992485038008055e-26,6.5873679667194277e-22,1.2000802945283811e-14,3.4740178723067104e-05,3.4740692793868249e-05,4.0512064020136407e-11,1.4769861545132335e-06,8.3684585862071927e-13,7.5927892222639353e-12,1.0276912863384293e-09,2.6038040189685765e-13,8.2427191589830894e-20,4.1706106322363732e-18,3.4976994886744217e-13,1.0169694810377541e-13,4.9753013913320851e-16,1.7290545944596991e-19,1.2601681298886699e-15,5.0344034620118452e-18,1.7495940531905652e-21,8.6646713216257664e-18,6.3570899269670287e-16,2.2244679865060183e-20,7.7306390389557379e-24,5.6830454198680613e-19,1.9750150223522905e-22,1.6030352648704211e-22,9.8687303246723726e-19,1.4007508621125895e-20,1.2682151990834576e-23,4.4073967191855059e-27,1.1822194152468646e-21,8.8384176052769489e-24,1.0055654936297869e-17,2.7985644078360244e-12,9.7305150808529696e-16,2.4744407833059895e-19,2.2932577987853819e-19,3.8284355499026706e-18,8.196404566912235e-17,2.8484770187665633e-20,8.7120739393638228e-16,6.6876264846997711e-26,5.6578564896920387e-19,6.6826488360231438e-26
0.008783781570256739,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104871815499035,0.099963769078620854,6.6753027257321169e-32,0.09996525930593482,6.8438596201568358e-16,2.4437438091062035e-09,2.8418907382899415e-12,7.6621621160758503e-10,4.0729620180789524e-26,1.4881445733445588e-06,4.809515520872828e-19,1.1080424047099011e-13,7.1642511589420782e-13,7.3531563246384945e-16,2.4051696498771857e-25,2.5558021299062457e-26,6.7354279851148218e-22,1.2420026946744457e-14,3.4740173327186462e-05,3.4740691222371112e-05,4.0813231796301395e-11,1.4879079155946567e-06,8.4926852461304692e-13,7.5922345047279273e-12,1.0200727835491329e-09,2.6628130112554774e-13,8.4615263035298688e-20,4.3163023646344934e-18,3.5493242536007027e-13,1.0609039271291069e-13,5.2340412193643169e-16,1.8189737481578812e-19,1.3364865178418446e-15,5.3854939649779302e-18,1.8716076050780325e-21,9.344820287794646e-18,6.7429250270304274e-16,2.4208554729202183e-20,8.4131392962079702e-24,6.0801796191412881e-19,2.1130300180810183e-22,1.6714393932590956e-22,1.0646482493815514e-18,1.5369645972244749e-20,1.4041093541469316e-23,4.8796660908098122e-27,1.1909614863814175e-21,8.9708860166744345e-24,1.028151146882396e-17,2.8404571725390825e-12,9.8763556202702446e-16,2.5554248924432208e-19,2.3784302525611287e-19,3.9252404778367387e-18,8.4691086014083409e-17,2.9432490736738811e-20,9.0743778480335454e-16,7.209081844916145e-26,6.0990552260005338e-19,7.2037603882056973e-26
0.008849357450065506,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104870725031613,0.09996375807824677,6.8753197266547203e-32,0.099965259307463597,7.0960811932819575e-16,2.4797432490162111e-09,2.8841651494208959e-12,7.8344832486629866e-10,4.1627646780599993e-26,1.499123014641633e-06,5.0130445306008176e-19,1.1161779249391437e-13,7.3527690058638684e-13,7.5918679817716954e-16,2.4333329910113189e-25,2.6132001763849302e-26,6.8856691028805476e-22,1.2850121614965225e-14,3.4740167932660382e-05,3.4740689651286832e-05,4.1114308191196672e-11,1.498826692299773e-06,8.61779286169743e-13,7.5916992436549253e-12,1.0125699286307115e-09,2.7226992433793362e-13,8.68417567150561e-20,4.4657719408050921e-18,3.6013000923698267e-13,1.106344525279492e-13,5.5038971235942105e-16,1.9127560369720244e-19,1.4167406034738365e-15,5.7578564433830588e-18,2.0010137438723404e-21,1.0072140606082955e-17,7.1487208687066682e-16,2.6327482872777163e-20,9.1495247764672875e-24,6.5014412727162401e-19,2.2594299568952767e-22,1.7421712648239124e-22,1.1478462360678684e-18,1.6851502109253716e-20,1.5532683957893551e-23,5.3980345491780536e-27,1.1997011687412215e-21,9.1043301879572439e-24,1.0510688364219153e-17,2.8826566106818568e-12,1.0023270429966895e-15,2.6383836681088915e-19,2.4660841056076218e-19,4.0236793378197563e-18,8.7485739097025923e-17,3.0403708493805371e-20,9.4486861472116859e-16,7.7663751222900478e-26,6.5705787374170081e-19,7.7606893102355266e-26
0.008914933329874274,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104869634853487,0.099963747080599935,7.0795662341001667e-32,0.099965259308991666,7.3555937141706435e-16,2.5159958889928891e-09,2.926748597417712e-12,8.0093464760165783e-10,4.2536070927607289e-26,1.5100981047763966e-06,5.2234403861997512e-19,1.124311296470784e-13,7.5445649620653648e-13,7.836352299228017e-16,2.4614585105443157e-25,2.6714488395126281e-26,7.0381064657308365e-22,1.3291265716465077e-14,3.4740162539499373e-05,3.4740688080619246e-05,4.141529265242453e-11,1.5097424607379163e-06,8.7437804062017145e-13,7.5911826203452768e-12,1.0051800761399501e-09,2.7834689182321044e-13,8.9106965703596178e-20,4.6190814865423158e-18,3.6536263352922895e-13,1.1533290398044519e-13,5.7852442273127812e-16,2.0105318260744734e-19,1.5010976473005388e-15,6.1525843346249206e-18,2.1381924682109342e-21,1.0849473135049211e-17,7.5753300189271629e-16,2.8612264140239204e-20,9.9435487157736114e-24,6.9480754230092332e-19,2.414647524221014e-22,1.815289548393217e-22,1.2367959981980998e-18,1.8462486532538979e-20,1.7168614905467368e-23,5.966565263315822e-27,1.2084384432035456e-21,9.238749851172079e-24,1.074320843695441e-17,2.9251625824721255e-12,1.0171259214941126e-15,2.7233485950891967e-19,2.5562717563332124e-19,4.1237656294099901e-18,9.0349101903016844e-17,3.1398804688309072e-20,9.8352952130276663e-16,8.3616369779314693e-26,7.0742300739826597e-19,8.3555652286348244e-26
0.008980509209683041,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104868544967276,0.099963736085699501,7.2884352579874527e-32,0.099965259310519014,7.6225499075293795e-16,2.5525014320440948e-09,2.9696409967611598e-12,8.1867696252889577e-10,4.345487675839559e-26,1.5210698235497081e-06,5.4408745898549085e-19,1.1324425022387174e-13,7.7396636639067703e-13,8.0867005178902183e-16,2.48954527979999e-25,2.7305543138551117e-26,7.1927551961838532e-22,1.374363899659941e-14,3.4740157147713858e-05,3.4740686510372105e-05,4.1716184626052357e-11,1.5206551972103766e-06,8.8706468473997682e-13,7.5906838711626764e-12,9.979006635255853e-10,2.8451282311238715e-13,9.1411180953336242e-20,4.7762934678020881e-18,3.7063023104762008e-13,1.2018958054190328e-13,6.078466694354596e-16,2.1124346224525782e-19,1.5897304647363572e-15,6.5708170961528266e-18,2.2835397698993745e-21,1.1679803755731476e-17,8.0236336109958076e-16,3.1074350031116738e-20,1.0799190817571682e-23,7.4213798293000914e-19,2.5791337259695195e-22,1.8908538453857998e-22,1.3318435207701617e-18,2.0212661118489225e-20,1.8961498304858521e-23,6.5896412155435011e-27,1.2171732907993044e-21,9.3741447362398983e-24,1.0979094459550121e-17,2.9679749466979697e-12,1.0320321677850736e-15,2.8103513818395996e-19,2.6490462804468111e-19,4.2255128310955281e-18,9.3282279378570402e-17,3.2418163316449438e-20,1.0234506208802832e-15,8.9971047520228399e-26,7.6119025701495493e-19,8.9906244069077902e-26
0.009046085089491809,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104867455375581,0.099963725093564618,7.501919072182204e-32,0.099965259312045598,7.8971044546748054e-16,2.5892595795727335e-09,3.0128422612637321e-12,8.3667705016703469e-10,4.4384048067110051e-26,1.5320381507131069e-06,5.6655213409522063e-19,1.1405715253084672e-13,7.9380895672593524e-13,8.3430045195611195e-16,2.5175924617999285e-25,2.7905227922547009e-26,7.3496303934029652e-22,1.420742216339119e-14,3.4740151757314278e-05,3.4740684940549187e-05,4.2016983556798164e-11,1.5315648781976511e-06,8.9983911474706978e-13,7.5902022653923434e-12,9.9072920468331868e-10,2.9076833697312587e-13,9.3754691285099434e-20,4.9374706850829345e-18,3.7593273438319361e-13,1.2520837286511495e-13,6.3839578494325068e-16,2.2186011167276437e-19,1.6828175560784855e-15,7.0137416998743952e-18,2.4374681532552849e-21,1.2566269423492496e-17,8.4945420258818643e-16,3.3725876910907848e-20,1.1720668794360791e-23,7.9227066978822232e-19,2.7533584898081698e-22,1.9689246945614854e-22,1.433352489085451e-18,2.2112779297772813e-20,2.0924930122388643e-23,7.2719873703039331e-27,1.2259056927028551e-21,9.5105145709723769e-24,1.1218369162249702e-17,3.0110935607290785e-12,1.047045751903129e-15,2.89942395954742e-19,2.7444614336239519e-19,4.3289344058795257e-18,9.6286384394650284e-17,3.3462171128323564e-20,1.0646625119586968e-15,9.6751267762533481e-26,8.1855834948334417e-19,9.6682140566929875e-26
0.009111660969300576,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104866366080963,0.099963714104214396,7.7200317942594259e-32,0.099965259313571489,8.179414001095697e-16,2.62627003135732e-09,3.0563523040747488e-12,8.5493668882410815e-10,4.5323568339007624e-26,1.5430030659678036e-06,5.8975575495092096e-19,1.1486983488789752e-13,8.1398669467656765e-13,8.6053568242850264e-16,2.5455993077988585e-25,2.8513604658169301e-26,7.5087471329573413e-22,1.4682796871432619e-14,3.4740146368310921e-05,3.4740683371154182e-05,4.2317688887996539e-11,1.542471480361996e-06,9.1270122629486889e-13,7.5897370802668761e-12,9.8366329115587537e-10,2.9711405140460589e-13,9.613778337937921e-20,5.102676267831285e-18,3.812700759094562e-13,1.3039322891664121e-13,6.7021202982302608e-16,2.3291712248897225e-19,1.7805432381018758e-15,7.482594159709838e-18,2.6004071659718532e-21,1.3512164416394966e-17,8.9889955825243659e-16,3.6579700601679034e-20,1.2712450388826327e-23,8.4534644515330365e-19,2.9378112800959183e-22,2.0495635766885702e-22,1.5417050338786039e-18,2.4174327237617498e-20,2.3073557987556687e-23,8.0186941730334882e-27,1.234635630234041e-21,9.6478590810879926e-24,1.1461055232579514e-17,3.0545182805179595e-12,1.0621666436513802e-15,2.9905984812008962e-19,2.842571654134628e-19,4.4340437900769554e-18,9.9362537721103513e-17,3.453121761904051e-20,1.1071962786556946e-15,1.0398166818202559e-25,8.797357813161903e-19,1.0390796780840794e-25
0.009177236849109344,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104865277085988,0.099963703117667946,7.942776326027396e-32,0.09996525931509663,8.4696371639178156e-16,2.6635324856390785e-09,3.1001710376853461e-12,8.7345765458233955e-10,4.6273420782730312e-26,1.5539645489699868e-06,6.1371628493715547e-19,1.1568229562749605e-13,8.3450198951611498e-13,8.8738505875650348e-16,2.5735651538468263e-25,2.9130735238973016e-26,7.6701204669251131e-22,1.5169945705807354e-14,3.4740140980714153e-05,3.4740681802190771e-05,4.2618300061751887e-11,1.5533749805370167e-06,9.2565091450257288e-13,7.5892876937525429e-12,9.7670058689911835e-10,3.035505836323738e-13,9.8560741768328427e-20,5.2719736688539642e-18,3.8664218778219577e-13,1.357481541007032e-13,7.0333660471733115e-16,2.4442881299205639e-19,1.8830977772085638e-15,7.9786610917536348e-18,2.7728039413131798e-21,1.4520946780762459e-17,9.5079652368669492e-16,3.9649432373407263e-20,1.3779265881764952e-23,9.0151195377182024e-19,3.133001726279711e-22,2.1328329191297478e-22,1.657302500729554e-18,2.6409567084780356e-20,2.5423152791128459e-23,8.835242432382856e-27,1.2433630848498561e-21,9.7861779902278194e-24,1.1707175315432558e-17,3.0982489606010682e-12,1.0773948126042133e-15,3.0839073206220885e-19,2.9434320654374084e-19,4.5408544144943582e-18,1.0251186797852822e-16,3.5625695011993588e-20,1.1510834941256742e-15,1.1168808657589355e-25,9.4494120598472499e-19,1.116095514833282e-25
0.009242812728918111,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104864188393174,0.099963692133944348,8.170118996483049e-32,0.099965259316621008,8.7679345392656252e-16,2.7010466389737545e-09,3.1442983739332069e-12,8.9224172128347083e-10,4.7233588361314487e-26,1.5649225793374953e-06,6.3845196111793215e-19,1.1649453309375979e-13,8.5535723226566613e-13,9.1485795977458794e-16,2.6014894173834657e-25,2.9756681540881382e-26,7.8337654233654123e-22,1.5669052166104712e-14,3.474013559453424e-05,3.474068023366258e-05,4.2918816519115851e-11,1.5642753557152692e-06,9.3868807390365935e-13,7.5888534063328062e-12,9.698388219554543e-10,3.1007855010324475e-13,1.0102384882846956e-19,5.4454266587626002e-18,3.9204900194287087e-13,1.4127721137453097e-13,7.3781166229145422e-16,2.5640983233174809e-19,1.9906775241156347e-15,8.5032813077884358e-18,2.9551237519002825e-21,1.5596244977580482e-17,1.0052453289562818e-15,4.2949476386177457e-20,1.4926121104218559e-23,9.609198276425401e-19,3.3394602650630552e-22,2.2187961003480688e-22,1.7805662442488253e-18,2.8831582348864322e-20,2.7990684475928753e-23,9.7275296595104389e-27,1.2520880381345229e-21,9.925471019970425e-24,1.1956752012169375e-17,3.1422854540996955e-12,1.0927302281089386e-15,3.1793830715572971e-19,3.0470984787376731e-19,4.6493796611342293e-18,1.0573551163410059e-16,3.6745998257409439e-20,1.1963562239722234e-15,1.1989760796391472e-25,1.0144038325881732e-18,1.1981396403048031e-25
0.009308388608726879,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104863100005022,0.099963681153062686,8.4028024485564791e-32,0.09996525931814465,9.0744687095129856e-16,2.7388121864225059e-09,3.1887342240073e-12,9.1129066051405553e-10,4.820405382193745e-26,1.5758771366395417e-06,6.6398129550993191e-19,1.1730654564396522e-13,8.7655479563820492e-13,9.4296382729885599e-16,2.6293715938686595e-25,3.0391505422055367e-26,7.9996970065822358e-22,1.6180300650475732e-14,3.4740130209781382e-05,3.4740678665573212e-05,4.3219237699802882e-11,1.5751725830686736e-06,9.5181259851222686e-13,7.5884336624083977e-12,9.6307580267086761e-10,3.1669856648019165e-13,1.0352738477412317e-19,5.6230993204326214e-18,3.9749045011817794e-13,1.4698452135510323e-13,7.7368031914857387e-16,2.6887516465010375e-19,2.1034850500932563e-15,9.0578474429749989e-18,3.1478505753740686e-21,1.67418647355301e-17,1.0623494102434629e-15,4.6495068641523334e-20,1.6158310974073514e-23,1.0237288748638433e-18,3.5577387966980718e-22,2.3075174543315637e-22,1.9119384477852588e-18,3.1454325523325067e-20,3.0794402252604851e-23,1.0701897945167729e-26,1.2608104718158339e-21,1.0065737889846839e-23,1.2209807880969069e-17,3.1866276127209036e-12,1.1081728592874382e-15,3.2770585466256205e-19,3.1536273955072925e-19,4.7596329524421288e-18,1.0903461290709563e-16,3.7892524999513598e-20,1.2430470296397352e-15,1.2863861306326613e-25,1.0883638361510177e-18,1.2854957309866043e-25
0.009360673370846376,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104862232434629,0.099963672399868309,8.591570416205099e-32,0.099965259319358929,9.3248852860483437e-16,2.7691032215467597e-09,3.2243846768141201e-12,9.2666967060495238e-10,4.898518935493488e-26,1.5846088889571486e-06,6.8491747888560337e-19,1.1795381478703181e-13,8.9370282441592207e-13,9.6583299094364233e-16,2.6515720808154765e-25,3.0904063519787039e-26,8.1336454877134472e-22,1.6596751453907789e-14,3.4740125917455847e-05,3.4740677415625767e-05,4.3458699964791093e-11,1.583858856786154e-06,9.6233953214823762e-13,7.5881090442277337e-12,9.5775285427620159e-10,3.2204318394043809e-13,1.0555265024902705e-19,5.7678272194069291e-18,4.0185377918034096e-13,1.516655669860803e-13,8.0330696897164377e-16,2.7917122953815149e-19,2.1973135594889987e-15,9.5224347323364744e-18,3.3093072942106325e-21,1.7708332661595374e-17,1.1098531944536125e-15,4.9508700096493351e-20,1.7205629933927492e-23,1.0763547235027905e-18,3.7406279340115627e-22,2.3802763605948529e-22,2.0228027231268273e-18,3.3699210957459338e-20,3.3212140137217368e-23,1.1542127671824073e-26,1.2677631987786985e-21,1.0178272629263447e-23,1.2414081545624374e-17,3.2222012823730082e-12,1.1205623322021876e-15,3.3565350584266141e-19,3.2406539261137746e-19,4.8487868279651562e-18,1.1171987835263776e-16,3.8825727176381486e-20,1.2813125461996587e-15,1.3600859459105682e-25,1.1507235171028719e-18,1.3591503745413597e-25
0.009412958132965873,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104861365060737,0.099963663648502329,8.7832964997882254e-32,0.099965259320572736,9.5807270246968833e-16,2.799553720499268e-09,3.2602311538008307e-12,9.4221908455644367e-10,4.9772851401614258e-26,1.5933384100104196e-06,7.0637979018960458e-19,1.1860093908667048e-13,9.1107115334281571e-13,9.891154274506901e-16,2.67374535257774e-25,3.1422335871739917e-26,8.269064715705618e-22,1.7021133193396623e-14,3.474012162604916e-05,3.4740676165961353e-05,4.3698101019684247e-11,1.5925431035204977e-06,9.7292188309924964e-13,7.5877929585943214e-12,9.5249026075829529e-10,3.2744702104446763e-13,1.0760393368925219e-19,5.9153113262523474e-18,4.0623904723889964e-13,1.5646472978034885e-13,8.3387035926755667e-16,2.8979283672750911e-19,2.2947069896491761e-15,1.0007738528593653e-17,3.4779635560403828e-21,1.8724147202881861e-17,1.1591683646876002e-15,5.2697231993450317e-20,1.8313731516281955e-23,1.1313343297628429e-18,3.9316970117680314e-22,2.4548637007214715e-22,2.1393614500737674e-18,3.6089114833859948e-20,3.5803064366455454e-23,1.2442544334537908e-26,1.2747143032899435e-21,1.0291426129172444e-23,1.2620592674961225e-17,3.2579690960643166e-12,1.133019928026598e-15,3.4374478013054407e-19,3.3295658434102587e-19,4.9390544859070292e-18,1.1445443292896383e-16,3.9776058613751544e-20,1.3205175474681328e-15,1.4375101942945254e-25,1.2162348118878035e-18,1.4365274682036874e-25
0.00946524289508537,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104860497884584,0.099963654898974338,8.9785893978145538e-32,0.099965259321786057,9.8420790648723124e-16,2.8301635265466892e-09,3.2962736090765403e-12,9.579397972070154e-10,5.0567030991625748e-26,1.6020656893947273e-06,7.2837799134654703e-19,1.1924791772574268e-13,9.286609599320026e-13,1.0128160079485886e-15,2.6958912517729684e-25,3.1946353807108211e-26,8.4059622626225669e-22,1.7453540522293131e-14,3.4740117335566416e-05,3.4740674916581758e-05,4.3937440579149518e-11,1.6012253119126454e-06,9.8355959689044498e-13,7.5874851526692961e-12,9.4728699759037285e-10,3.3291038876700443e-13,1.0968137415751839e-19,6.0655845353156458e-18,4.1064621939994456e-13,1.6138417736277117e-13,8.6539369125839296e-16,3.0074804924508409e-19,2.3957768644282977e-15,1.0514542469617494e-17,3.6540916957509652e-21,1.9791497583789103e-17,1.210351913112744e-15,5.6069627329371723e-20,1.9485730601722521e-23,1.1887571164497631e-18,4.1312567978736666e-22,2.5313133998853448e-22,2.2618693745976012e-18,3.8632425222196212e-20,3.8578392331675297e-23,1.3407046277447636e-26,1.2816637762574727e-21,1.0405198244649997e-23,1.2829352642744311e-17,3.293930976699088e-12,1.1455456308053326e-15,3.5198137036194925e-19,3.4203927354809881e-19,5.0304426850705739e-18,1.1723886717412485e-16,4.0743724537997926e-20,1.3606792237398343e-15,1.5188217026287548e-25,1.2850355160441317e-18,1.5177897655639454e-25
0.009517527657204868,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104859630907413,0.099963646151293994,9.1768827941547259e-32,0.099965259322998892,1.0109027358910697e-15,2.8609324823955149e-09,3.3325119964944751e-12,9.7383270246255636e-10,5.1367719106604257e-26,1.6107907166980001e-06,7.5092195717308738e-19,1.1989474989068526e-13,9.4647341423552555e-13,1.0369396286195442e-15,2.7180096477980416e-25,3.2476148647721067e-26,8.5443456908943375e-22,1.7894068434124257e-14,3.474011304601278e-05,3.4740673667488787e-05,4.4176718357669389e-11,1.6099054706521683e-06,9.9425261885234707e-13,7.5871854631089131e-12,9.421420590824469e-10,3.3843359775862823e-13,1.1178510983538884e-19,6.2186798591595624e-18,4.1507526068271497e-13,1.664261007877773e-13,8.979005729108182e-16,3.1204507147155379e-19,2.5006374244848017e-15,1.104365442112645e-17,3.8379724680328498e-21,2.0912655317857897e-17,1.2634622344903235e-15,5.9635247003400096e-20,2.0724880352295398e-23,1.2487152899655614e-18,4.3396277339509454e-22,2.6096597755864837e-22,2.3905909370107582e-18,4.1337958327806826e-20,4.154999056677226e-23,1.4439757438931014e-26,1.2886116086281141e-21,1.0519588829964659e-23,1.304037280510864e-17,3.3300868466108821e-12,1.1581394244941386e-15,3.6036497807920112e-19,3.5131644729189095e-19,5.1229581740127572e-18,1.2007377473331545e-16,4.1728931255283473e-20,1.4018149705751308e-15,1.6041892841674716e-25,1.3572684916759683e-18,1.6031060044451587e-25
0.009569812419324366,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410485876413043,0.099963637405470859,9.3783028186816167e-32,0.099965259324211242,1.0381658674465886e-15,2.8918604299260476e-09,3.3689462696533484e-12,9.8989869329124001e-10,5.2174906688691567e-26,1.6195134814993594e-06,7.7402167579023779e-19,1.2054143477170306e-13,9.6450967883379848e-13,1.0614912106024235e-15,2.7401004357204381e-25,3.3011751707997966e-26,8.6842225525264373e-22,1.8342812257123323e-14,3.4740108757393299e-05,3.4740672418684158e-05,4.4415934069453728e-11,1.6185835684809783e-06,1.005000894028367e-12,7.5868935219312122e-12,9.3705446009521407e-10,3.4401695834399625e-13,1.1391527802202329e-19,6.374630426661904e-18,4.1952613602205773e-13,1.7159271456323301e-13,9.3141502303415879e-16,3.2369225056553449e-19,2.6094056778757056e-15,1.1595907103601951e-17,4.0298952652483679e-21,2.2089976984352111e-17,1.3185591528890286e-15,6.3403866151420564e-20,2.2034577888203204e-23,1.3113039132428401e-18,4.5571401888039612e-22,2.6899375390838098e-22,2.5258006056709845e-18,4.4214979375383361e-20,4.4730411106379277e-23,1.554503998705529e-26,1.2955577913905909e-21,1.0634597738581622e-23,1.3253664499323419e-17,3.366436627562629e-12,1.1708012929603177e-15,3.6889731349751305e-19,3.6079112096580976e-19,5.2166076792644282e-18,1.2295975234685096e-16,4.2731886147383256e-20,1.443942389982461e-15,1.6937879332603391e-25,1.4330818322389321e-18,1.6926511015349253e-25
0.009622097181443863,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104857897554857,0.099963628661514578,9.582968987847797e-32,0.099965259325423134,1.0660060596219592e-15,2.922947210509458e-09,3.4055763818984056e-12,1.0061386617198287e-09,5.2988584646365967e-26,1.6282339733640313e-06,7.9768724891670809e-19,1.2118797156354585e-13,9.8277090882987433e-13,1.0864756999107992e-15,2.7621635354852903e-25,3.3553194294916256e-26,8.8256003898730339e-22,1.8799867650218817e-14,3.4740104469713089e-05,3.4740671170169642e-05,4.4655087428351653e-11,1.6272595942026349e-06,1.0158043672849921e-12,7.5866091185944099e-12,9.320232408107919e-10,3.4966078052055897e-13,1.1607201513350202e-19,6.533469481621541e-18,4.239988102698799e-13,1.7688625666501127e-13,9.6596147431099661e-16,3.356980775167718e-19,2.7222014374957142e-15,1.2172158566598882e-17,4.2301582822658762e-21,2.3325906330875307e-17,1.3757039414767213e-15,6.7385686714481045e-20,2.341836865564239e-23,1.3766209609443544e-18,4.7841346502500841e-22,2.7721817964145359e-22,2.6677831300069781e-18,4.7273218743869249e-20,4.8132919965378196e-23,1.6727504216922269e-26,1.3025023155829727e-21,1.0750224823166088e-23,1.3469239044984776e-17,3.4029802407467338e-12,1.1835312199830934e-15,3.7758009547650487e-19,3.7046633835680088e-19,5.3113979316789529e-18,1.2589739981969463e-16,4.3752797661091866e-20,1.4870792912735844e-15,1.7877989724233349e-25,1.5126289870269094e-18,1.7866062994187728e-25
0.00967438194356336,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104857031181909,0.099963619919434699,9.7911676021444985e-32,0.099965259326634526,1.0944321528140713e-15,2.954192664871073e-09,3.4424022863227556e-12,1.0225534988287625e-09,5.3808743862137649e-26,1.6369521818468394e-06,8.2192889225514583e-19,1.2183435946499276e-13,1.0012582518417909e-12,1.1118980673387268e-15,2.7841988908718925e-25,3.4100507707968624e-26,8.9684867352247516e-22,1.9265330597677538e-14,3.4740100182977233e-05,3.4740669921946987e-05,4.4894178147923036e-11,1.6359335366759564e-06,1.0266629832642735e-12,7.5863320267572624e-12,9.2704746346561936e-10,3.5536537395685374e-13,1.1825545670192216e-19,6.6952303808967353e-18,4.2849324819431418e-13,1.8230898855618121e-13,1.0015647773215518e-15,3.4807118854469865e-19,2.8391473703896331e-15,1.2773292818057346e-17,4.439068735161375e-21,2.4622977045813423e-17,1.4349593485919415e-15,7.1591354124846287e-20,2.4879952225640696e-23,1.4447673926976701e-18,5.0209619796287457e-22,2.8564280497363885e-22,2.8168338741879861e-18,5.0522893278969626e-20,5.177153507508268e-23,1.7992021734495007e-26,1.3094451722875561e-21,1.0866469935587452e-23,1.3687107743309061e-17,3.4397176067851659e-12,1.1963291892540756e-15,3.8641505148745543e-19,3.8034517172386167e-19,5.4073356532175379e-18,1.288873200223148e-16,4.4791875308522362e-20,1.5312436921841572e-15,1.8864102462155358e-25,1.5960689252737693e-18,1.8851593604039973e-25
0.009726666705682858,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104856165012775,0.099963611179240811,1.0002774141037444e-31,0.099965259327845404,1.1234530695751173e-15,2.9855966330916229e-09,3.4794239357686657e-12,1.0391440947471953e-09,5.4635375200076537e-26,1.645668096494006e-06,8.4675693587847159e-19,1.2248059767859949e-13,1.0199728479960049e-12,1.1377633083615611e-15,2.8062064684525243e-25,3.4653723239119985e-26,9.1128891107847726e-22,1.9739297403741977e-14,3.4740095897190778e-05,3.4740668674017899e-05,4.5133205941491104e-11,1.6446053848115591e-06,1.0375766863842594e-12,7.5860620191259163e-12,9.2212621059073928e-10,3.61131047990779e-13,1.2046573737462241e-19,6.8599465925414535e-18,4.3300941447974108e-13,1.8786319520443209e-13,1.0382502045732742e-15,3.6082036649880358e-19,2.9603690481364035e-15,1.3400220467512393e-17,4.6569430847499156e-21,2.5983815629691497e-17,1.4963896243983493e-15,7.6031974626540074e-20,2.6423188313392077e-23,1.5158472279963079e-18,5.2679836721016282e-22,2.9427121986701582e-22,2.9732591629704684e-18,5.3974728642021515e-20,5.5661066161107459e-23,1.9343739315200418e-26,1.3163863526281016e-21,1.0983332926923366e-23,1.3907281877110003e-17,3.4766486457295058e-12,1.2091951843777036e-15,3.9540391757883319e-19,3.9043072187677937e-19,5.5044275554597429e-18,1.3193011888154114e-16,4.5849329663928167e-20,1.5764538200075491e-15,1.98981632174564e-25,1.6835663058677446e-18,1.9885047669726541e-25
