Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH3OHX(46),H2OX(35),HO2X(135)
0.0009235901590128016,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0091797341594421836,0.099998226999683235,0.0081428141995523069,0.0,2.707121340853518e-10,6.2910005422447825e-14,0.0,7.5458929584064219e-14,0.0,4.0309691442676775e-08,0.0,6.0193763733252309e-19,9.3479528675356762e-21,3.0587119884972555e-08,0.0,0.0,2.2692344854181598e-15,9.9823054721634104e-24,1.7021024256246518e-06,0.18371427436851043,4.0807667433644011e-13,1.1095165556028441e-08,1.0340934900397573e-09,5.2063327804213305e-13,4.6078792349205305e-15,2.7639429817393678e-08
0.0009277614273283903,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0091552528859691271,0.099998231361937306,0.0081305711841353108,0.0,2.7118871027243381e-10,6.2616483263408884e-14,0.0,7.5715689943952592e-14,0.0,4.0385351743068285e-08,0.0,6.0010740546397819e-19,9.4414307353030893e-21,3.0688438970970508e-08,0.0,0.0,2.2639597961927165e-15,1.0148075563289381e-23,1.6975631916722664e-06,0.18373876010650947,4.077516862147331e-13,1.1064949600234288e-08,1.0283899361263696e-09,5.20964796208655e-13,4.6036808874544623e-15,2.775005726436899e-08
0.000931932695643979,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0091309382616700501,0.099998235693739446,0.0081184115091030001,0.0,2.7166143962710323e-10,6.232477385458131e-14,0.0,7.597204287226789e-14,0.0,4.0460920630189702e-08,0.0,5.9828725629609176e-19,9.5353961039531087e-21,3.0789402238091202e-08,0.0,0.0,2.2587058600097041e-15,1.0315813149859493e-23,1.6930548568391698e-06,0.1837630791645192,4.074291290997792e-13,1.1034886022337479e-08,1.022736635169915e-09,5.2129060573408703e-13,4.5994580886612395e-15,2.7860398358903507e-08
0.0009361039639595676,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0091067884260588022,0.099998239995431795,0.0081063342440376475,0.0,2.7213036482348647e-10,6.2034870669118518e-14,0.0,7.6227991729559678e-14,0.0,4.0536398593652088e-08,0.0,5.9647714708016085e-19,9.6298493890502903e-21,3.0890012110351391e-08,0.0,0.0,2.2534727367554476e-15,1.048553268619217e-23,1.6885770761685313e-06,0.18378723340337022,4.07108973618245e-13,1.1004974439521932e-08,1.0171330330149509e-09,5.2161078270880458e-13,4.5952115788897718e-15,2.7970454442220491e-08
0.0009402752322751563,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0090828015475298771,0.099998244267350989,0.0080943384729645178,0.0,2.7259552798904314e-10,6.1746766988004831e-14,0.0,7.6483539832551171e-14,0.0,4.0611786110634062e-08,0.0,5.9467703445359148e-19,9.7247910063998578e-21,3.0990270992848135e-08,0.0,0.0,2.2482604808951949e-15,1.0657248673084015e-23,1.6841295100582621e-06,0.18381122465500727,4.0679119079975246e-13,1.0975214452241815e-08,1.0115785822938064e-09,5.2192540208831777e-13,4.5909420827265163e-15,2.8080226854146694e-08
0.000944446500590745,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.009058975822784799,0.09999824850982858,0.0080824232940650519,0.0,2.7305697071166508e-10,6.1460455909033361e-14,0.0,7.6738690454810679e-14,0.0,4.0687083646265766e-08,0.0,5.9288687447160648e-19,9.8202213720170815e-21,3.1090181271846037e-08,0.0,0.0,2.2430691416363864e-15,1.0830975657780096e-23,1.679711824154734e-06,0.18383505472306286,4.0647575207219762e-13,1.0945605644878452e-08,1.0060727423426826e-09,5.2223453771413384e-13,4.5866503093449311e-15,2.8189716932909275e-08
0.0009486177689063337,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0090353094762725388,0.099998252723190947,0.0080705878193969884,0.0,2.7351473404670275e-10,6.1175930355490737e-14,0.0,7.6993446827411421e-14,0.0,4.0762291654001432e-08,0.0,5.9110662263793486e-19,9.9161409020972942e-21,3.118974531486696e-08,0.0,0.0,2.2378987630875974e-15,1.1006728233943666e-23,1.6753236892489867e-06,0.18385872538341677,4.061626292563876e-13,1.0916147586377575e-08,1.0006149791187763e-09,5.2253826233295477e-13,4.582336952838701e-15,2.8298926014939842e-08
0.0009527890372219224,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0090118007596434752,0.099998256907759431,0.0080588311746213111,0.0,2.7396885852391949e-10,6.0893183084555887e-14,0.0,7.7247812139580306e-14,0.0,4.0837410575980401e-08,0.0,5.8933623393450229e-19,1.0012550012986514e-20,3.1288965470782244e-08,0.0,0.0,2.2327493844132649e-15,1.118452104162536e-23,1.6709647811754487e-06,0.18388223838474246,4.0585179455887471e-13,1.0886839830866179e-08,9.9520476511950905e-10,5.2283664761170511e-13,4.5780026925139334e-15,2.8407855434685472e-08
0.0009569603055375111,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0089884479512164616,0.099998261063850527,0.0080471524987357212,0.0,2.7441938415437116e-10,6.0612206695423588e-14,0.0,7.7501789539335919e-14,0.0,4.091244084337723e-08,0.0,5.875756628501716e-19,1.0109449121152615e-20,3.1387844069907118e-08,0.0,0.0,2.2276210399842609e-15,1.1364368767231832e-23,1.6666347807132062e-06,0.18390559544903995,4.055432205676422e-13,1.0857681918252653e-08,9.8984157930101023e-10,5.2312976415763438e-13,4.5736481932187474e-15,2.8516506524426402e-08
0.0009611315738530997,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0089652493554585183,0.09999826519177589,0.0080355509438144439,0.0,2.7486635043721529e-10,6.0332993637164131e-14,0.0,7.7755382134115782e-14,0.0,4.0987382876741315e-08,0.0,5.8582486340857202e-19,1.0206838643157106e-20,3.1486383424097242e-08,0.0,0.0,2.2225137595245082e-15,1.1546286143493899e-23,1.6623333734895086e-06,0.18392879827215627,4.0523688024742727e-13,1.0828673374809405e-08,9.8452490699731223e-10,5.2341768153747452e-13,4.5692741056639592e-15,2.8624880614100238e-08
0.0009653028421686884,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.00894220330247689,0.099998269291842398,0.0080240256747542132,0.0,2.7530979636644552e-10,6.0055536216324688e-14,0.0,7.8008592991393156e-14,0.0,4.1062237086326349e-08,0.0,5.8408378919504093e-19,1.0304718995627454e-20,3.1584585826847105e-08,0.0,0.0,2.2174275682537245e-15,1.1730287949434109e-23,1.6580602498855111e-06,0.1839518485242935,4.0493274693213523e-13,1.0799813713736151e-08,9.792542398423927e-10,5.2370046829026817e-13,4.5648810666848577e-15,2.8732979031132524e-08
0.0009694741104842771,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.008919308147523031,0.099998273364352366,0.0080125758690262026,0.0,2.757497604375553e-10,5.977982660427979e-14,0.0,7.8261425139283921e-14,0.0,4.1137003872409562e-08,0.0,5.8235239338270157e-19,1.0403090595229968e-20,3.168245355339062e-08,0.0,0.0,2.2123624870263899e-15,1.1916389010333883e-23,1.653815104944426e-06,0.18397474785050466,4.0463079432078221e-13,1.0771102435708292e-08,9.7402907569115832e-10,5.2397819194656009e-13,4.5604696995504074e-15,2.8840803100273358e-08
0.0009736453787998658,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0088965622705083486,0.099998277409603473,0.0080012007164338688,0.0,2.7618628065412551e-10,5.9505856844340235e-14,0.0,7.8513881567142788e-14,0.0,4.121168362560172e-08,0.0,5.8063062875767959e-19,1.0501953858643228e-20,3.1779988860803056e-08,0.0,0.0,2.2073185324670091e-15,1.2104604197700093e-23,1.649597638281714e-06,0.18399749787117856,4.043309964737628e-13,1.0742539029409817e-08,9.6884891854055827e-10,5.2425091904806587e-13,4.5560406142769952e-15,2.8948354143440115e-08
0.0009778166471154546,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0088739640755312738,0.099998281427889038,0.0079898994188764335,0.0,2.7661939453434076e-10,5.9233618858625955e-14,0.0,7.8765965226149889e-14,0.0,4.1286276727147489e-08,0.0,5.7891844774351255e-19,1.0601309202532059e-20,3.1877193988104875e-08,0.0,0.0,2.2022957171018026e-15,1.2294948429231218e-23,1.6454075539972804e-06,0.1840201001825123,4.0403332780469289e-13,1.0714122972047279e-08,9.6371327845451591e-10,5.2451871515810697e-13,4.5515944078591596e-15,2.9055633479565905e-08
0.0009819879154310434,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0088515119904153654,0.099998285419497984,0.0079786711901178968,0.0,2.7704913911743089e-10,5.8963104454708922e-14,0.0,7.9017679029887726e-14,0.0,4.1360783549216794e-08,0.0,5.7721580242479513e-19,1.0701157043522041e-20,3.1974071156367058e-08,0.0,0.0,2.1972940494868778e-15,1.2487436668783011e-23,1.6412445605899819e-06,0.18404255635697356,4.0373776307643465e-13,1.0685853729850364e-08,9.5862167148762037e-10,5.247816448795796e-13,4.5471316645565354e-15,2.9162642424453685e-08
0.0009861591837466322,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0088292044662581313,0.099998289384714917,0.0079675152555614085,0.0,2.7747555097004012e-10,5.8694305332037577e-14,0.0,7.9269025854908207e-14,0.0,4.1435204455187518e-08,0.0,5.7552264457002327e-19,1.0801497798174506e-20,3.2070622568817685e-08,0.0,0.0,2.192313534333047e-15,1.2682083926333687e-23,1.6371083708739718e-06,0.18406486794375171,4.0344427739865893e-13,1.065773075855954e-08,9.5357361960789679e-10,5.2503977187587305e-13,4.5426529562075047e-15,2.9269382290635892e-08
0.000990330452062221,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0088070399769903281,0.09999829332382025,0.0079564308520288628,0.0,2.7789866619252203e-10,5.842721308814675e-14,0.0,7.9520008541290324e-14,0.0,4.1509539799919725e-08,0.0,5.7383892565368411e-19,1.0902331882962095e-20,3.2166850410949851e-08,0.0,0.0,2.1873541726273131e-15,1.2878905257948698e-23,1.6329987018968132e-06,0.18408703646919869,4.031528462189834e-13,1.0629753503894815e-08,9.4856865062468054e-10,5.2529315887873625e-13,4.5381588424286919e-15,2.9375854387239334e-08
0.0009945017203778098,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.008785017018945341,0.09999829723709025,0.0079454172275455672,0.0,2.7831852042516272e-10,5.8161819224655578e-14,0.0,7.9770629893189026e-14,0.0,4.1583789930021277e-08,0.0,5.72164596877678e-19,1.1003659714244787e-20,3.2262756850631134e-08,0.0,0.0,2.1824159617511131e-15,1.3077915765745057e-23,1.6289152748598154e-06,0.18410906343725955,4.0286344531876129e-13,1.0601921402012187e-08,9.4360629811529428e-10,5.2554186770446629e-13,4.5336498708753838e-15,2.9482060019855284e-08
0.0009986729886933986,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0087631341104385113,0.099998301124797184,0.0079344736411298619,0.0,2.7873514885432964e-10,5.789811515306844e-14,0.0,8.0020892679374382e-14,0.0,4.165795518410599e-08,0.0,5.704996091920027e-19,1.1105481708246441e-20,3.2358344038213674e-08,0.0,0.0,2.1774988955954497e-15,1.3279130597855247e-23,1.6248578150400753e-06,0.18413095032989349,4.0257605081240054e-13,1.0574233879950167e-08,9.3868610134915576e-10,5.2578595927699486e-13,4.5291265775635251e-15,2.9588000490414639e-08
0.0009999999999999998,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0087562015977269807,0.099998302356282487,0.0079310067092323716,0.0,2.7886702071542707e-10,5.781457551018496e-14,0.0,8.010043438616895e-14,0.0,4.1681531735948138e-08,0.0,5.6997187494058131e-19,1.113797815700918e-20,3.2388686729843562e-08,0.0,0.0,2.1759390545562691e-15,1.3343607988086874e-23,1.6235724103489194e-06,0.18413788410469664,4.0248503845755667e-13,1.0565455830577506e-08,9.3712959729264274e-10,5.2586265411769293e-13,4.5276846585241369e-15,2.9621648091558424e-08
0.0010028442570089874,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0087413897913560436,0.099998304987209269,0.0079235993625875207,0.0,2.7914858621854873e-10,5.7636092200379913e-14,0.0,8.0270799633761848e-14,0.0,4.1732035893043804e-08,0.0,5.6884391331472203e-19,1.1207798281031811e-20,3.2453614106645481e-08,0.0,0.0,2.1726029646729825e-15,1.3482564948390691e-23,1.6208260517140091e-06,0.18415269860748473,4.0229063913771423e-13,1.0546690356057131e-08,9.3380760521851556e-10,5.2602549363312858e-13,4.5245894870386356e-15,2.9693677097067912e-08
0.0010070155253245762,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0087197826227532783,0.099998308824590904,0.0079127936723108697,0.0,2.7955886681450822e-10,5.7375741614485039e-14,0.0,8.0520353455934542e-14,0.0,4.180603238020312e-08,0.0,5.6719745975135329e-19,1.131060984848406e-20,3.2548569171582995e-08,0.0,0.0,2.1677281562270867e-15,1.368823405740484e-23,1.6168197180830599e-06,0.1841743097092445,4.0200718705097337e-13,1.0519290240406662e-08,9.2897036016859151e-10,5.2626052993604563e-13,4.5200391126025848e-15,2.9799091134069943e-08
0.001011186793640165,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0086983111864620561,0.099998312637202602,0.0079020558610824222,0.0,2.7996602450299136e-10,5.7117054569410859e-14,0.0,8.0769556811655903e-14,0.0,4.1879944961686365e-08,0.0,5.6556019881358443e-19,1.1413916826282722e-20,3.2643211331504033e-08,0.0,0.0,2.1628744543380459e-15,1.389615321085586e-23,1.6128385512010166e-06,0.18419578505360365,4.0172567162856169e-13,1.0492032935206921e-08,9.2417392212259499e-10,5.2649112650167477e-13,4.5154759566537527e-15,2.9904243891669296e-08
0.0010153580619557537,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0086769740847069572,0.099998316425301131,0.0078913852298829676,0.0,2.8037009271473602e-10,5.6860022170371772e-14,0.0,8.1018412333374032e-14,0.0,4.1953773946558448e-08,0.0,5.6393208063729925e-19,1.151771962988216e-20,3.2737542667821539e-08,0.0,0.0,2.1580418400264619e-15,1.4106337740568934e-23,1.6088822919025091e-06,0.18421712603859652,4.0144607025656698e-13,1.0464917835190164e-08,9.1941785241510068e-10,5.2671734080147157e-13,4.510900510828094e-15,3.0009136656002068e-08
0.0010195293302713425,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0086557699397301381,0.099998320189139595,0.007880781089703949,0.0,2.8077110445622358e-10,5.6604635458643192e-14,0.0,8.1266922620718689e-14,0.0,4.2027519637067766e-08,0.0,5.6231305520010455e-19,1.1622018674490446e-20,3.2831565244998724e-08,0.0,0.0,2.1532302913538356e-15,1.4318803024198185e-23,1.6049506847336556e-06,0.18423833404223616,4.0116836062433788e-13,1.0437944327989639e-08,9.1470171772631517e-10,5.2693922947183748e-13,4.5063132561810319e-15,3.0113770708990082e-08
0.0010237005985869313,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0086346973934246073,0.099998323928967459,0.0078702427613640737,0.0,2.8116909231539631e-10,5.6350885416273878e-14,0.0,8.1515090240989007e-14,0.0,4.210118232886109e-08,0.0,5.607030723382646e-19,1.1726814375048724e-20,3.2925281110664053e-08,0.0,0.0,2.1484397835205047e-15,1.4533564485188232e-23,1.6010434778842914e-06,0.18425941042288113,4.0089252072916963e-13,1.041111179451528e-08,9.1002509000758189e-10,5.2715684834510002e-13,4.5017146635569646e-15,3.0218147328243204e-08
0.0010278718669025201,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0086137551069756409,0.099998327645030596,0.0078597695753299824,0.0,2.8156408846730446e-10,5.6098762970641542e-14,0.0,8.1762917729632795e-14,0.0,4.2174762311192443e-08,0.0,5.5910208176293245e-19,1.1832107146210977e-20,3.3018692295726698e-08,0.0,0.0,2.1436702889610275e-15,1.4750637592735386e-23,1.5971604231210175e-06,0.18428035651959424,4.0061852886536777e-13,1.038441960930917e-08,9.0538754641685103e-10,5.2737025245037711e-13,4.4971051937085727e-15,3.0322267786965924e-08
0.001032043135218109,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0085929417605101754,0.099998331337571508,0.0078493608715409172,0.0,2.819561246796822e-10,5.5848258998837113e-14,0.0,8.2010407590719965e-14,0.0,4.2248259867124339e-08,0.0,5.5751003307597821e-19,1.1937897402324262e-20,3.3111800814493642e-08,0.0,0.0,2.138921777436939e-15,1.4970037861748535e-23,1.5933012757223748e-06,0.18430117365249293,4.0034636361520787e-13,1.0357867140885848e-08,9.0078866925807029e-10,5.2757949601691298e-13,4.492485297417427e-15,3.0426133353867797e-08
0.0010362144035336977,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0085722560527539456,0.099998335006829142,0.007839015999237255,0.0,2.8234523231845399e-10,5.5599364331902692e-14,0.0,8.2257562297406435e-14,0.0,4.2321675273724063e-08,0.0,5.5592687578531473e-19,1.2044185557409357e-20,3.3204608664786218e-08,0.0,0.0,2.1341942161270342e-15,1.5191780852809607e-23,1.5894657944156742e-06,0.18432186312309259,4.0007600385743225e-13,1.033145375207761e-08,8.9622804590676996e-10,5.2778463251109384e-13,4.4878554159047623e-15,3.0529745293077738e-08
0.0010403856718492865,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0085516967006961948,0.099998338653039115,0.0078287343167928371,0.0,2.8273144235317216e-10,5.5352069758933799e-14,0.0,8.2504384292389826e-14,0.0,4.239500880225453e-08,0.0,5.5435255931947602e-19,1.215097202514182e-20,3.3297117828056509e-08,0.0,0.0,2.1294875697153733e-15,1.5415882172133807e-23,1.5856537413142093e-06,0.1843424262146417,3.9980742875635577e-13,1.0305178800359806e-08,8.9170526874663529e-10,5.2798571463658107e-13,4.4832159809404849e-15,3.0633104864062168e-08
0.0010445569401648753,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0085312624392617012,0.09999834227643381,0.0078185151915509416,0.0,2.8311478536238476e-10,5.510636603101754e-14,0.0,8.2750875988360169e-14,0.0,4.2468260718357708e-08,0.0,5.527870330418698e-19,1.2258257218833476e-20,3.3389330269505867e-08,0.0,0.0,2.1248018004767822e-15,1.5642357471529448e-23,1.5818648818565744e-06,0.18436286419244977,3.9954061774868513e-13,1.027904163815592e-08,8.8721993511537782e-10,5.281827943287778e-13,4.4785674148797202e-15,3.0736213321546687e-08
0.001048728208480464,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0085109520209900244,0.099998345877242253,0.00780835799966389,0.0,2.8349529153893377e-10,5.4862243865036166e-14,0.0,8.2997039768441774e-14,0.0,4.2541431282233494e-08,0.0,5.5123024626467829e-19,1.2366041551414293e-20,3.3481247938202594e-08,0.0,0.0,2.1201368683600642e-15,1.5871222448357491e-23,1.5780989847478254e-06,0.18438317830420836,3.9927555055662833e-13,1.0253041613155122e-08,8.8277164723021948e-10,5.2837592279930485e-13,4.4739101311262048e-15,3.0839071915441414e-08
0.0010528994767960529,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0084907642157216624,0.099998349455690375,0.0077982621259360865,0.0,2.8387299069518942e-10,5.4619693947358709e-14,0.0,8.3242877986625936e-14,0.0,4.2614520748814548e-08,0.0,5.4968214826191296e-19,1.2474325435414675e-20,3.3572872767198574e-08,0.0,0.0,2.1154927310691829e-15,1.6102492845490833e-23,1.5743558219005159e-06,0.18440336978030486,3.9901220717813011e-13,1.0227178068611907e-08,8.783600121238618e-10,5.2856515053753579e-13,4.4692445342506602e-15,3.094168189076962e-08
0.0010570707451116417,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0084706978102911026,0.099998353012000968,0.0077882269636705198,0.0,2.8424791226821265e-10,5.4378706937373605e-14,0.0,8.3488392968200637e-14,0.0,4.2687529367933255e-08,0.0,5.4814268828218299e-19,1.2583109282948126e-20,3.3664206673648832e-08,0.0,0.0,2.1108693441420826e-15,1.6336184451273221e-23,1.5706351683777688e-06,0.18442343983412954,3.9875056786747424e-13,1.0201450343616557e-08,8.739846415985802e-10,5.2875052729248153e-13,4.4645710199128684e-15,3.1044044487599867e-08
0.0010612420134272305,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0084507516082264061,0.099998356546393677,0.0077782519145185225,0.0,2.8462008532485157e-10,5.4139273470892596e-14,0.0,8.3733587010171223e-14,0.0,4.2760457384484597e-08,0.0,5.4661181556134688e-19,1.2692393505694315e-20,3.3755251558929914e-08,0.0,0.0,2.1062666610273135e-15,1.6572313099477918e-23,1.5669368023385483e-06,0.18444338966237595,3.9849061315369003e-13,1.0175857773386907e-08,8.6964515215194613e-10,5.289321021258824e-13,4.4598899753863493e-15,3.1146160940981148e-08
0.0010654132817428193,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0084309244294553196,0.099998360059085231,0.007768336388332811,0.0,2.849895385667749e-10,5.3901384163471492e-14,0.0,8.3978462381671415e-14,0.0,4.2833305038586664e-08,0.0,5.4508947933418161e-19,1.2802178514882503e-20,3.3846009308756225e-08,0.0,0.0,2.1016846331589338e-15,1.6810894669266075e-23,1.5632605049822281e-06,0.184463220445335,3.9823232383378584e-13,1.015039968954758e-08,8.65341164909461e-10,5.2910992341867776e-13,4.4552017797175444e-15,3.1248032480881482e-08
0.001069584550058408,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0084112151100176735,0.099998363550289293,0.0077584798030236367,0.0,2.8535630033543626e-10,5.3665029613575594e-14,0.0,8.4223021324372661e-14,0.0,4.2906072565732369e-08,0.0,5.4357562884572455e-19,1.2912464721275361e-20,3.3936481793300027e-08,0.0,0.0,2.0971232100291814e-15,1.705194508514487e-23,1.5596060604950059e-06,0.18448293334718249,3.9797568094442539e-13,1.0125075420366064e-08,8.6107230558893919e-10,5.2928403883553414e-13,4.4505068034945091e-15,3.1349660332129239e-08
0.0010737558183739968,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0083916225017838797,0.099998367020216694,0.0077486815844180377,0.0,2.8572039861697221e-10,5.3430200405613775e-14,0.0,8.4467266052885619e-14,0.0,4.2978760196937655e-08,0.0,5.4207021336283848e-19,1.3023252535153135e-20,3.4026670867310564e-08,0.0,0.0,2.09258233925896e-15,1.7295480316925297e-23,1.5559732559991244e-06,0.1845025295162607,3.9772066578598041e-13,1.009988429101922e-08,8.5683820442779841e-10,5.294544953870392e-13,4.4458054094353101e-15,3.1451045714357643e-08
0.0010779270866895856,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0083721454721794562,0.099998370469075323,0.0077389411661220545,0.0,2.8608186104704111e-10,5.3196887112924336e-14,0.0,8.4711198755149835e-14,0.0,4.3051368158888933e-08,0.0,5.4057318218465323e-19,1.3134542366298177e-20,3.4116578370229245e-08,0.0,0.0,2.0880619666669371e-15,1.7541516379679783e-23,1.552361881500716e-06,0.18452201008535396,3.9746725992173529e-13,1.0074825623858701e-08,8.526384961082304e-10,5.2962133944658043e-13,4.4410979526357751e-15,3.15521898419521e-08
0.0010820983550051744,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0083527829039153918,0.099998373897070322,0.0077292579893858829,0.0,2.8644071491559452e-10,5.2965080300611676e-14,0.0,8.4954821592823735e-14,0.0,4.3123896674081309e-08,0.0,5.3908448465249032e-19,1.3246334623979834e-20,3.4206206126309773e-08,0.0,0.0,2.0835620363365886e-15,1.7790069333699522e-23,1.548771729839147e-06,0.18454137617195829,3.9721544513725812e-13,1.0049898738612649e-08,8.4847281973399186e-10,5.297846166916565e-13,4.4363847801373601e-15,3.1653093924000282e-08
0.0010862696233207632,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0083335336947241382,0.099998377304404001,0.0077196315029718684,0.0,2.8679698717158097e-10,5.2734770528234028e-14,0.0,8.5198136701668791e-14,0.0,4.3196345960952505e-08,0.0,5.3760407016050169e-19,1.3358629716939669e-20,3.4295555944738024e-08,0.0,0.0,2.0790824906809378e-15,1.8041155284451526e-23,1.5452025966400401e-06,0.18456062887854538,3.969652034697433e-13,1.0025102952625442e-08,8.4434081876235503e-10,5.2994437217433665e-13,4.4316662315698904e-15,3.1753759164244923e-08
0.001090440891636352,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0083143967571012289,0.099998380691276034,0.0077100611630252737,0.0,2.8715070442759621e-10,5.250594835248733e-14,0.0,8.5441146191918015e-14,0.0,4.326871623401912e-08,0.0,5.3613188816506962e-19,1.3471428053377034e-20,3.4384629619745418e-08,0.0,0.0,2.0746232705062885e-15,1.8294790382535502e-23,1.5416542802662345e-06,0.18457976929282122,3.9671651721768715e-13,1.0000437581117479e-08,8.4024214091587723e-10,5.3010065035665137e-13,4.4269426395576175e-15,3.1854186761039233e-08
0.0010946121599519408,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0082953710180522534,0.099998384057883374,0.007700546432947741,0.0,2.8750189296446749e-10,5.2278604329751997e-14,0.0,8.5683852148647731e-14,0.0,4.3341007704002477e-08,0.0,5.3466788819327158e-19,1.3584730040934976e-20,3.4473428930728555e-08,0.0,0.0,2.0701843150741419e-15,1.8550990823640488e-23,1.5381265817695812e-06,0.184598798487979,3.9646936888393476e-13,9.9759019373530822e-09,8.3617643817319298e-10,5.3025349502185016e-13,4.4222143290313519e-15,3.195437790730494e-08
0.0010987834282675296,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0082764554188451221,0.099998387404420311,0.0076910867832734198,0.0,2.8785057873576878e-10,5.2052729018453448e-14,0.0,8.5926256632145872e-14,0.0,4.3413220577948874e-08,0.0,5.332120198527217e-19,1.3698536086686454e-20,3.4561955642370277e-08,0.0,0.0,2.0657655621605469e-15,1.8809772848501232e-23,1.5346193048476594e-06,0.18461771752294695,3.9622374120870607e-13,9.951495332848649e-09,8.3214336671156726e-10,5.3040294935002731e-13,4.4174816178965267e-15,3.2054333790492698e-08
0.0011029546965831184,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.008257648914767499,0.099998390731078635,0.0076816816915476344,0.0,2.8819678737228653e-10,5.1828312981469751e-14,0.0,8.6168361678260144e-14,0.0,4.3485355059356025e-08,0.0,5.3176423284019478e-19,1.3812846597120926e-20,3.4650211504750527e-08,0.0,0.0,2.0613669481148338e-15,1.9071152742854324e-23,1.5311322557977808e-06,0.18463652744263095,3.9597961719626196e-13,9.9272170776370314e-09,8.2814258679722311e-10,5.3054905598353521e-13,4.4127448176955684e-15,3.2154055592544921e-08
0.0011071259648987072,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0082389504748892218,0.099998394038047542,0.0076723306422080998,0.0,2.8854054418642492e-10,5.1605346788432786e-14,0.0,8.6410169298751642e-14,0.0,4.3557411348288208e-08,0.0,5.3032447694852019e-19,1.3927661978131161e-20,3.473819825346471e-08,0.0,0.0,2.0569884079169262e-15,1.9335146837394264e-23,1.5276652434707043e-06,0.18465522927815217,3.9573698003716214e-13,9.9030664804039233e-09,8.2417376279006445e-10,5.3069185690077253e-13,4.4080042326055364e-15,3.2253544489861063e-08
0.001111297233214296,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0082203590818296611,0.099998397325513744,0.0076630331264685558,0.0,2.8888187417653593e-10,5.1383821017774605e-14,0.0,8.6651681481649624e-14,0.0,4.3629389641482788e-08,0.0,5.2889270207568987e-19,1.4042982635000482e-20,3.4825917609746653e-08,0.0,0.0,2.0526298752316151e-15,1.9601771507729198e-23,1.5242180792309448e-06,0.1846738240470798,3.9549581314131361e-13,9.8790428486548223e-09,8.2023656310713081e-10,5.3083139349027051e-13,4.4032601600714507e-15,3.2352801653264921e-08
