Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),HOCOX(206),CH4OX(60),C2H4X(210),C2H4X(65)
9.776830314570708e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.409139962171857,0.044664857606077933,0.0015509054956577401,0.0,0.0099477544400016632,0.12694041095427905,0.032507019672701025,1.4719240981676512e-05,1.2825783196630574e-09,0.0011314332215568699,3.3912418808589233e-11,0.00064562722752086442,3.1794693087687603e-09,2.2697693695564841e-06,3.8157939682973995e-09,1.0846438601765765e-10,8.6897188018699993e-06,5.0949138111082063e-05,0.002964777417959225,8.8982606723278453e-08,0.00075152124728291182,4.8750930968160244e-09,4.3655089524113919e-10,1.6541207889101522e-09,5.4714987871773654e-09,0.00024091846667998728,0.036780217399252975,7.4981958787107575e-05,4.126708325131072e-07,0.0023488978916128651,8.0628731190595458e-05,9.3050316189472387e-08,3.1517138676172898e-09,6.9597971864030907e-13,2.3239173917975672e-11,5.3903531673500983e-06,1.3283304052676281e-11
9.80261017308396e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40905104403993137,0.044563482014280127,0.0015407122377472794,0.0,0.0099495074515717503,0.12715550192708716,0.032525690356210016,1.4656452666115568e-05,1.2873867510484366e-09,0.0011290204355263454,3.3847090445558457e-11,0.00064592542109615241,3.1801322487274093e-09,2.2517001924102945e-06,3.8197462300864521e-09,1.0831396211344874e-10,8.645189012835461e-06,5.1000259134215191e-05,0.002957404552873679,8.8165519307475765e-08,0.00075197748779344531,4.8368581100113761e-09,4.3275685546784608e-10,1.6521576442467823e-09,5.4941613594369012e-09,0.00024171720625762075,0.036871753980500306,7.5008213071423336e-05,4.1265384308618295e-07,0.0023523676272518179,8.0709632966248943e-05,9.3083526320517945e-08,3.1554172192950269e-09,6.9091313803083309e-13,2.3049161078345928e-11,5.394613803292861e-06,1.3293742421555896e-11
9.828390031597212e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40896225409861903,0.04446234303479011,0.0015305903568023592,0.0,0.0099512426714484636,0.12737010185179584,0.032544235682875629,1.4593935833317087e-05,1.292189899502758e-09,0.0011266129122410157,3.3781906168713445e-11,0.0006462228201367323,3.1807965603688593e-09,2.2338404175794464e-06,3.8236810871419126e-09,1.0816322543856996e-10,8.6011168186005281e-06,5.1051169955319827e-05,0.0029500512398498717,8.7357101272397592e-08,0.00075243176826495547,4.7989964599134438e-09,4.2899706247621629e-10,1.6502043861906253e-09,5.5168279617940971e-09,0.00024251542869401367,0.036963155668804808,7.5034186884487757e-05,4.1263621373717679e-07,0.0023558272857755001,8.0790202085791884e-05,9.3116383734569284e-08,3.1591024938614963e-09,6.8589111020681902e-13,2.286137886623337e-11,5.3988514257532304e-06,1.3304124388062958e-11
9.854169890110464e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40887359261132339,0.044361440082488456,0.0015205393189145521,0.0,0.0099529602667446804,0.12758421183429317,0.032562656559441176,1.4531689188096471e-05,1.2969877203128747e-09,0.0011242106361338204,3.3716865180225912e-11,0.00064651942724311331,3.1814622149543305e-09,2.2161871543552527e-06,3.827598633127623e-09,1.0801218183164405e-10,8.5574968309551486e-06,5.1101871443105595e-05,0.0029427174254387047,8.6557247775393489e-08,0.0007528840989453441,4.7615040215128144e-09,4.2527119304046555e-10,1.6482609705640692e-09,5.5394983508765526e-09,0.00024331312813514011,0.037054422215835006,7.5059882564703774e-05,4.1261795220712299e-07,0.0023592768988115499,8.0870439924006366e-05,9.3148891368986899e-08,3.1627697856782827e-09,6.8091321591742239e-13,2.2675796151068311e-11,5.4030661502529107e-06,1.3314450235270547e-11
9.879949748623717e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40878505983664476,0.044260772573990692,0.0015105585944221146,0.0,0.0099546604028316037,0.12779783297829062,0.032580953885799603,1.4469711443892866e-05,1.3017801693079955e-09,0.0011218135917532986,3.3651966692668882e-11,0.00064681524500280767,3.1821291841040042e-09,2.198737556720402e-06,3.8314989611624921e-09,1.0786083707474032e-10,8.5143237329775557e-06,5.1152364462244185e-05,0.0029354030563174143,8.5765855407011076e-08,0.00075333449001808224,4.7243767208771171e-09,4.2157892715232894e-10,1.6463273533930072e-09,5.5621722846153562e-09,0.0002441102987768955,0.037145553378061871,7.5085302431778775e-05,4.1259906615282367e-07,0.0023627164978949774,8.0950347849284142e-05,9.3181052137658229e-08,3.1664191886700948e-09,6.7597903996739067e-13,2.2492382288384074e-11,5.4072580917114802e-06,1.3324720244778206e-11
9.905729607136969e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40869665602841942,0.044160339927638119,0.0015006476578745362,0.0,0.0099563432433588828,0.12801096638532575,0.032599128555045959,1.4408001322670853e-05,1.3065672028560804e-09,0.0011194217637619441,3.3587209928851309e-11,0.00064711027599045391,3.1827974397919318e-09,2.1814888225858136e-06,3.8353821638234713e-09,1.0770919689388011e-10,8.4715922779865674e-06,5.1202649873398336e-05,0.0029281080792894973,8.4982822169146448e-08,0.00075378295160270304,4.6876105344522606e-09,4.1791994798682129e-10,1.6444034909052798e-09,5.5848495222434707e-09,0.00024490693486484789,0.037236548916718071,7.5110448786870436e-05,4.1257956314781229e-07,0.0023661461144682521,8.1029927223672543e-05,9.3212868931180668e-08,3.1700507963253011e-09,6.7108817118022723e-13,2.2311107111450439e-11,5.4114273644503244e-06,1.333493469672144e-11
9.931509465650221e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40860838143576061,0.044060141563488725,0.0014908059879973905,0.0,0.0099580089502745196,0.12822361315476485,0.032617181453529473,1.4346557554823772e-05,1.3113487778602419e-09,0.0011170351369345823,3.3522594121655439e-11,0.00064740452276793828,3.1834669543410395e-09,2.1644381930418425e-06,3.8392483331485064e-09,1.0755726695953792e-10,8.4292972885106629e-06,5.1252728533250454e-05,0.0029208324412846355,8.4208047453334979e-08,0.0007542294937552945,4.6512014883667646e-09,4.1429394186839405e-10,1.6424893395291321e-09,5.6075298242939855e-09,0.00024570303069398837,0.037327408597757621,7.5135323912731657e-05,4.1255945068330958e-07,0.0023695657798814109,8.1109179402919765e-05,9.324434461704332e-08,3.1736647016965266e-09,6.6624020236077903e-13,2.2131940923065642e-11,5.4155740821965261e-06,1.3345093869781266e-11
9.957289324163473e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40852023630309781,0.043960176903308265,0.001481033067657493,0.0,0.0099596576838444691,0.1284357743838056,0.032635113460905196,1.4285378879078637e-05,1.3161248517551529e-09,0.0011146536961567823,3.3458118513877153e-11,0.00064769798788451576,3.1841377004182066e-09,2.1475829516235027e-06,3.8430975606394855e-09,1.0740505288713821e-10,8.3874336552740145e-06,5.1302601294530806e-05,0.0029135760893586244,8.3441432019732577e-08,0.00075467412646898556,4.6151456577569495e-09,4.1070059823748933e-10,1.6405848558917162e-09,5.6302129525984388e-09,0.00024649858060848403,0.037418132191815626,7.5159930073854741e-05,4.1253873616916548e-07,0.0023729755253921623,8.1188105736519457e-05,9.3275482039807724e-08,3.1772609974012807e-09,6.6143473025919267e-13,2.1954854487502648e-11,5.4196983580867211e-06,1.3355198041193586e-11
9.983069182676726e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40843222087021674,0.043860445370561371,0.0014713283838283478,0.0,0.0099612896026720441,0.12864745116747964,0.032652925450185402,1.4224464042402641e-05,1.3208953825034612e-09,0.0011122774264232884,3.3393782358069155e-11,0.00064799067387692657,3.184809651029436e-09,2.1309204235894425e-06,3.8469299372651893e-09,1.0725256023754768e-10,8.3459963361983646e-06,5.1352269006045438e-05,0.0029063389706932979,8.2682877975996669e-08,0.00075511685967442649,4.5794391660875332e-09,4.0713960961747769e-10,1.6386899968176003e-09,5.6528986702849627e-09,0.00024729357900142845,0.037508719474168409,7.5184269516614041e-05,4.1251742693478903e-07,0.0023763753821659994,8.1266707567754975e-05,9.3306284021287155e-08,3.1808397756225943e-09,6.5667135553352088e-13,2.1779819022607085e-11,5.423800304670905e-06,1.3365247486758483e-11
9.999999999999997e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40837448776646185,0.043795073643116939,0.0014649917495335961,0.0,0.0099623522866847999,0.12878620600853963,0.03266455852595089,1.418460140736326e-05,1.3240253735244721e-09,0.0011107196269560882,3.3351605359431847e-11,0.000648182471562449,3.1852515943084296e-09,2.1200809474246937e-06,3.849437711249074e-09,1.0715226241037092e-10,8.3190120732177387e-06,5.138477692764074e-05,0.002901596460508088,8.2189039755050203e-08,0.00075540659427459928,4.5561772772106818e-09,4.048184001337942e-10,1.6374507711622472e-09,5.6677987183455047e-09,0.00024781538824109528,0.037568138039779687,7.5200110318142396e-05,4.1250311213184532e-07,0.0023786028594862123,8.1318153106268681e-05,9.3326331956701447e-08,3.1831806378517426e-09,6.5356574010855382e-13,2.1665967312868041e-11,5.4264821475645909e-06,1.3371817779010546e-11
1.0008849041189978e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40834433537229808,0.043760946390402844,0.001461691427555898,0.0,0.009962904863717037,0.12885864459865526,0.032670618287790415,1.4163811799911168e-05,1.3256603285922147e-09,0.0011099063128364843,3.3329584916386712e-11,0.00064828258326951333,3.1854827795150948e-09,2.114447975214382e-06,3.8507455534642101e-09,1.0709979451756352e-10,8.3049803554217497e-06,5.1401732512703588e-05,0.0028991210325964535,8.1932288757184319e-08,0.00075555770324026584,4.5440781845039104e-09,4.0361067158198354e-10,1.6368047193273128e-09,5.6755867417763751e-09,0.00024808802031459271,0.037599170224693688,7.520834446940778e-05,4.1249553023006771e-07,0.0023797653812762964,8.1344986233742716e-05,9.333675336072444e-08,3.1844011281097022e-09,6.5194968271490857e-13,2.160680619204349e-11,5.4278800339162085e-06,1.3375242480849396e-11
1.003462889970323e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40825658003995735,0.043661679389669,0.0014521216939245656,0.0,0.0099645036223146143,0.12906935576803971,0.032688192833599264,1.410342091477733e-05,1.3304196490292919e-09,0.0011075403406048776,3.3265525460436375e-11,0.00064857371857433496,3.1861570595452519e-09,2.0981630130947331e-06,3.8545444991478683e-09,1.0694676118039725e-10,8.2643808023318731e-06,5.1450992655545006e-05,0.0028919222225017734,8.1189569105016613e-08,0.00075599666697362118,4.5090589311623494e-09,4.0011348272258529e-10,1.6349289806359084e-09,5.6982769327882977e-09,0.00024888189903817757,0.037689484227831117,7.5232157142799113e-05,4.1247305322627506e-07,0.0023831455537044284,8.1422943065475247e-05,9.336689283496868e-08,3.1879451461787482e-09,6.4726932016955324e-13,2.1435788097686868e-11,5.4319376572106259e-06,1.338518329642226e-11
1.0060408758216482e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40816895509928297,0.043562643796869083,0.0014426186820235836,0.0,0.0099660860321939704,0.129279585764182,0.03270564994099983,1.4043290158142985e-05,1.3351733033398404e-09,0.0011051794950416151,3.3201603271127148e-11,0.00064886408229127934,3.1868324651150715e-09,2.0820629834671531e-06,3.8583268637031374e-09,1.0679346562615439e-10,8.2241928306167641e-06,5.1500050271766565e-05,0.0028847424879687531,8.0454625048956868e-08,0.00075643376062054836,4.4743776706182383e-09,3.9664774461689156e-10,1.633062738151559e-09,5.7209690103271213e-09,0.00024967520971056427,0.037779661272543077,7.5255709729655726e-05,4.1245000301696747e-07,0.0023865159303398803,8.1500579387863711e-05,9.3396705198650787e-08,3.1914719207135213e-09,6.4262988006617327e-13,2.1266737272156763e-11,5.4359732853667141e-06,1.3395070205024484e-11
1.0086188616729734e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40808146077187546,0.043463839042176829,0.0014331818949136165,0.0,0.0099676522454967397,0.12948933567347504,0.032722990456938703,1.3983418309031195e-05,1.339921251562725e-09,0.0011028237615630194,3.3137817638524401e-11,0.00064915367690817391,3.1875089705403033e-09,2.0661453715397412e-06,3.8620927359955252e-09,1.066399132023099e-10,8.1844116573278714e-06,5.1548906194748873e-05,0.0028775817766826224,7.9727363885363243e-08,0.00075686899386650229,4.4400307131498319e-09,3.9321316179698365e-10,1.6312059494741623e-09,5.7436627426879493e-09,0.00025046794691806673,0.037869701152275607,7.5279004405288711e-05,4.1242638661886823e-07,0.0023898765419803612,8.1577896519779674e-05,9.3426193184357585e-08,3.1949815421662097e-09,6.380309783356538e-13,2.1099626671490572e-11,5.4399870286252505e-06,1.3404903476803893e-11
1.0111968475242987e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40799409727488611,0.043365264557422137,0.0014238108395936645,0.0,0.0099692024127951834,0.12969860658015864,0.032740215221970612,1.3923804154260107e-05,1.3446634542469852e-09,0.0011004731256871513,3.3074167861706185e-11,0.00064944250490089482,3.1881865504528351e-09,2.0504077008356521e-06,3.8658422043719711e-09,1.0648610920417951e-10,8.145032561962596e-06,5.1597561254082375e-05,0.0028704400364542664,7.9007694160491862e-08,0.00075730237633679762,4.4060144142071483e-09,3.8980944171822227e-10,1.6293585723939828e-09,5.7663578994524934e-09,0.00025126010529468226,0.037959603664919579,7.5302043327590463e-05,4.1240221097274331e-07,0.0023932274193319237,8.1654895774096461e-05,9.345535950280485e-08,3.1984741005582031e-09,6.3347223464356501e-13,2.0934429667953779e-11,5.4439789966588454e-06,1.3414683380517558e-11
1.0137748333756239e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4079068648210542,0.043266919776082699,0.0014145050269682555,0.0,0.009970736683110137,0.12990739956632136,0.032757325070307555,1.3864446488358233e-05,1.3493998724482962e-09,0.0010981275730323969,3.3010653248622129e-11,0.00064973056873347519,3.1888651797963258e-09,2.0348475325488321e-06,3.8695753566637252e-09,1.0633205887538695e-10,8.1060508855543202e-06,5.1646016275593096e-05,0.0028633172152201457,7.8295525648231984e-08,0.00075773391759705933,4.3723251736864008e-09,3.8643629472841391e-10,1.6275205648903067e-09,5.7890542514869189e-09,0.00025205167952184476,0.038049368612772229,7.5324828637171425e-05,4.1237748294426356e-07,0.0023965685930090758,8.1731578457730061e-05,9.3484206843008652e-08,3.20194968548089e-09,6.2895327234285539e-13,2.0771120042983568e-11,5.4479492985755333e-06,1.34244101835405e-11
1.0163528192269491e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40781976361874561,0.043168804133275958,0.0014052639718149127,0.0,0.0099722552039287534,0.13011571571190333,0.032774320829867552,1.3805344113481102e-05,1.3541304677254491e-09,0.0010957870893160762,3.2947273115954821e-11,0.00065001787085820892,3.1895448338219077e-09,2.0194624649116909e-06,3.8732922801892145e-09,1.0617776740832708e-10,8.0674620297887711e-06,5.1694272081368249e-05,0.0028562132610422202,7.7590769337168855e-08,0.00075816362715367476,4.3389594355101849e-09,3.8309343403732924e-10,1.6256918851301157e-09,5.8117515709395375e-09,0.00025284266432817421,0.038138995802498771,7.5347362457495667e-05,4.1235220932485845e-07,0.0023999000935349042,8.1807945871679468e-05,9.3512737872456122e-08,3.2054083860964922e-09,6.2447371845927206e-13,2.0609671980264083e-11,5.4518980429223178e-06,1.3434084151874394e-11
1.0189308050782743e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4077327938719908,0.043070917065750967,0.0013960871927519074,0.0,0.0099737581212219848,0.13032355609469851,0.032791203322322937,1.3746495839329219e-05,1.3588552021368291e-09,0.0010934516603530787,3.288402678898351e-11,0.0006503044137157576,3.1902254880839536e-09,2.0042501325743874e-06,3.8769930617568934e-09,1.0602323994462484e-10,8.0292614561146936e-06,5.1742329489781271e-05,0.0028491281221078688,7.6893337403190201e-08,0.00075859151445423906,4.3059136867302772e-09,3.7978057568657431e-10,1.6238724914667997e-09,5.8344496312386931e-09,0.00025363305448923264,0.038228485045094372,7.5369646895016439e-05,4.123263968325582e-07,0.0024032219513411969,8.1883999311066475e-05,9.3540955237274402e-08,3.2088502911389636e-09,6.2003320362371697e-13,2.045006005892951e-11,5.4558253376886846e-06,1.3443705550156109e-11
1.0215087909295996e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40764595578052176,0.042973258011880268,0.0013869742122062808,0.0,0.0099752455794618923,0.130530921790357,0.032807973363148481,1.3687900483067403e-05,1.3635740382369124e-09,0.0010911212720545178,3.2820913601450209e-11,0.00065059019973525117,3.1909071184359409e-09,1.9892082059956207e-06,3.8806777876681061e-09,1.0586848157559053e-10,7.9914446849022622e-06,5.1790189315516758e-05,0.0028420617467298055,7.6203143206965288e-08,0.00075901758888799356,4.2731844574491342e-09,3.7649743851980353e-10,1.6220623424388665e-09,5.8571482070902258e-09,0.00025442284482727218,0.038317836155846267,7.5391684039308619e-05,4.1230005211282631e-07,0.0024065341967685629,8.195974006517496e-05,9.3568861562398743e-08,3.2122754889148068e-09,6.1563136209370029e-13,2.0292259246893933e-11,5.4597312903100778e-06,1.3453274641666207e-11
1.0238289781957923e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40756791422511313,0.042885559352188185,0.0013788266857777268,0.0,0.0099765711925989837,0.13071714594624692,0.032822970922781233,1.3635379935566707e-05,1.3678159171191077e-09,0.0010890282207859376,3.2764225022943032e-11,0.0006508467620547218,3.1915214005902986e-09,1.9758142720153117e-06,3.8839803843235598e-09,1.0572900578717957e-10,7.9577340862926383e-06,5.1833094895873023e-05,0.0028357180091115679,7.5588086009883732e-08,0.00075939951359078298,4.2439959409856564e-09,3.7356779654102402e-10,1.6204410783572337e-09,5.8775771809759467e-09,0.00025513313904084936,0.038398133903560477,7.5411307747000328e-05,4.1227589224526041e-07,0.0024095070240723482,8.2027640458878998e-05,9.3593713468635644e-08,3.2153439548417654e-09,6.1170247093144534e-13,2.0151766633608815e-11,5.4632284884870334e-06,1.3461842318250609e-11
1.0259171467353658e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40749776825394629,0.042806787744949282,0.0013715374841104108,0.0,0.0099777537226338562,0.13088442033106668,0.032836391892860348,1.3588285082818195e-05,1.3716294756491145e-09,0.0010871479474845339,3.2713296660442306e-11,0.00065107714711892578,3.1920748997905066e-09,1.9638747936159169e-06,3.8869417128068072e-09,1.0560332416604995e-10,7.9276546550630259e-06,5.1871574130642034e-05,0.0028300215732482772,7.503943693900362e-08,0.00075974200237558323,4.217941065080977e-09,3.7095134314425617e-10,1.6189882896987413e-09,5.8959633250964888e-09,0.00025577198180556861,0.038470305981900821,7.5428800496348783e-05,4.1225378824486503e-07,0.0024121759507181591,8.208853592206644e-05,9.3615868134515959e-08,3.2180941171359977e-09,6.081927849266865e-13,2.002654584827524e-11,5.4663613244670817e-06,1.3469517340608383e-11
1.0280053152749393e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40742770900303599,0.042728164744162377,0.0013642893038401205,0.0,0.0099789263620307708,0.13105138517917692,0.032849740513282551,1.3541354090455509e-05,1.3754390993268295e-09,0.0010852709566214487,3.2662454493185187e-11,0.00065130703990344682,3.1926289974301381e-09,1.9520430908382966e-06,3.8898926589716912e-09,1.054774999377308e-10,7.8978192605539883e-06,5.1909925167978164e-05,0.0028243373566632815,7.4495386252932975e-08,0.00076008331824369425,4.1920878248469814e-09,3.6835389895106134e-10,1.617541493326415e-09,5.9143494110685515e-09,0.00025641042197207078,0.038542387117397443,7.5446134657267767e-05,4.1223134663208668e-07,0.0024148386243303312,8.2149228505882011e-05,9.3637823325820383e-08,3.2208334734073682e-09,6.0470783373847868e-13,1.990247006571994e-11,5.4694803470899454e-06,1.3477158508209084e-11
1.0300934838145128e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40735773657043378,0.042649690054440248,0.0013570818983434842,0.0,0.0099800891847629317,0.13121804105811405,0.032863017205726867,1.3494586343866186e-05,1.3792447691898494e-09,0.0010833972408883872,3.261169818278132e-11,0.00065153644167751073,3.1931836812335515e-09,1.9403179918662276e-06,3.8928332677204813e-09,1.0535153571326477e-10,7.8682256315956825e-06,5.1948148433858498e-05,0.0028186653321282617,7.3955890082138349e-08,0.00076042346607475115,4.1664344556029081e-09,3.657753197980092e-10,1.6161006675560803e-09,5.9327353216053232e-09,0.00025704845687730087,0.038614377219967147,7.5463311308401874e-05,4.1220857080276966e-07,0.0024174950608585005,8.2209718884458132e-05,9.365958039756454e-08,3.2235620697685804e-09,6.0124742972471774e-13,1.9779526701350292e-11,5.4725856124018848e-06,1.3484765958401827e-11
1.0321816523540863e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40728785105241272,0.042571363381079502,0.0013499150225759176,0.0,0.0099812422641907973,0.13138438853449613,0.032876222389295974,1.3447981231500588e-05,1.3830464664825483e-09,0.0010815267930159784,3.256102739423472e-11,0.00065176535370557221,3.1937389390461288e-09,1.9286983391707414e-06,3.8957635837426432e-09,1.0522543408290015e-10,7.8388715207567583e-06,5.1986244352718967e-05,0.00281300547246869,7.3420905037000761e-08,0.00076076245072410756,4.1409792101898986e-09,3.6321546267173372e-10,1.6146657907808815e-09,5.9511209399652068e-09,0.00025768608387782344,0.038686276201302001,7.5480331521384403e-05,4.1218546412308611e-07,0.0024201452762132995,8.2270007729488351e-05,9.3681140695961969e-08,3.2262799521501672e-09,5.9781138674660724e-13,1.9657703325597617e-11,5.475677176217259e-06,1.3492339827968007e-11
1.0342698208936599e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40721805254347998,0.04249318443005793,0.0013427884330609668,0.0,0.0099823856730677177,0.13155042817402368,0.032889356480532365,1.3401538144846094e-05,1.3868441726548787e-09,0.0010796596057733468,3.2510441795901303e-11,0.00065199377724734734,3.1942947588329576e-09,1.917182989317723e-06,3.8986836515158026e-09,1.0509919761624225e-10,7.8097547040639859e-06,5.2024213347462393e-05,0.0028073577505637959,7.289038819131747e-08,0.00076110027702298107,4.1157203584497538e-09,3.6067418569910404e-10,1.6132368414708637e-09,5.9695061499509015e-09,0.00025832330034973654,0.038758083974856458,7.5497196360883864e-05,4.121620299298074e-07,0.0024227892862664145,8.2330095710239951e-05,9.3702505558480275e-08,3.2289871663008533e-09,5.943995201221023e-13,1.9536987661807637e-11,5.4787550941196679e-06,1.3499880253124053e-11
1.0361491725792759e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40715530835490799,0.042422949434275943,0.0013364087472655349,0.0,0.0099834065323816997,0.13169960111590062,0.032901116720922524,1.3359877398331598e-05,1.3902586806351591e-09,0.0010779819191478063,3.2464987323597631e-11,0.00065219894181653122,3.1947954672776113e-09,1.9069074195406601e-06,3.9013029868495466e-09,1.0498547161848162e-10,7.7837506361314299e-06,5.2058277270911596e-05,0.0028022851562576208,7.2416708230915494e-08,0.00076140333427596695,4.0931538920738876e-09,3.5840280610817103e-10,1.6119558373416878e-09,5.9860523941786982e-09,0.00025889644201951203,0.038822632918283626,7.5512242746477885e-05,4.1214066186609193e-07,0.0024251636028678656,8.2384003705162631e-05,9.3721567935483491e-08,3.2314145753642187e-09,5.9134935947485634e-13,1.9429280633052098e-11,5.4815135987310432e-06,1.3506638152923539e-11
1.0380285242648919e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40709263478526192,0.042352833642592375,0.0013300613220735605,0.0,0.0099844196691857134,0.13184852557850518,0.032912820011947279,1.3318346962807921e-05,1.3936699277120996e-09,0.0010763068625882742,3.2419601352283924e-11,0.00065240371264010239,3.1952966126614469e-09,1.8967146060544619e-06,3.9039140890853854e-09,1.0487164031257337e-10,7.7579354050937575e-06,5.2092239033295045e-05,0.0027972223519130601,7.1946582467290311e-08,0.00076170546064716397,4.0707438792920842e-09,3.5614626060125452e-10,1.6106796014941253e-09,6.0025981300003917e-09,0.00025946924716601782,0.038887107854089262,7.5527164902750509e-05,4.1211903358718669e-07,0.0024275329175151689,8.2437750024675366e-05,9.3740474048542469e-08,3.2338334131656044e-09,5.8831850068108863e-13,1.9322452290585807e-11,5.4842611351873521e-06,1.3513369171142268e-11
1.0399078759505079e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4070300318998184,0.042282836842069876,0.0013237459832068847,0.0,0.0099854251352776233,0.13199720197232986,0.032924466652010251,1.3276946400878712e-05,1.3970779007850612e-09,0.0010746344309017575,3.2374283646990364e-11,0.00065260809062667505,3.1957981864545563e-09,1.8866037438336888e-06,3.9065169902112188e-09,1.0475770552946559e-10,7.7323074373766191e-06,5.2126098939755513e-05,0.0027921693178706436,7.1479980557231076e-08,0.00076200665960896019,4.0484890936637573e-09,3.5390444808368366e-10,1.6094081183910394e-09,6.019143273835456e-09,0.00026004171391667445,0.038951508722793134,7.554196359154892e-05,4.1209714746557739e-07,0.0024298972416980438,8.2491335151683689e-05,9.3759224854721999e-08,3.2362437126794983e-09,5.853068121122153e-13,1.9216493994274222e-11,5.4869977435341238e-06,1.3520073405919367e-11
1.0417872276361239e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40696749976272628,0.042212958820211657,0.001317462557390134,0.0,0.0099864229820706488,0.13214563070726731,0.032936056937874748,1.3235675277077895e-05,1.4004825868853007e-09,0.0010729646189194867,3.2329033974843923e-11,0.00065281207668183559,3.1963001802023087e-09,1.8765740366388962e-06,3.9091117220783427e-09,1.0464366908693308e-10,7.7068651741491591e-06,5.2159857294449683e-05,0.0027871260345060946,7.1016872443188488e-08,0.00076230693461825836,4.0263883193928967e-09,3.5167726818503443e-10,1.6081413725446961e-09,6.0356877424577225e-09,0.00026061384041149797,0.039015835466039928,7.5556639570264757e-05,4.1207500585511487e-07,0.0024322565868807591,8.2544759567532611e-05,9.3777821305486569e-08,3.238645506762132e-09,5.8231416307321259e-13,1.9111397199243738e-11,5.4897234636683109e-06,1.3526750955029879e-11
1.0436665793217399e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40690503843701492,0.04214319936495993,0.0013112108723446066,0.0,0.0099874132605965726,0.13229381219261066,0.0329475911646731,1.3194533157855189e-05,1.4038839731752699e-09,0.0010712974214966784,3.2283852105044601e-11,0.00065301567170815921,3.1968025855245721e-09,1.8666246969094424e-06,3.911698316402034e-09,1.0452953278966404e-10,7.6816070711563023e-06,5.2193514400552996e-05,0.002782092482230312,7.0557228363944561e-08,0.00076260628911656509,4.0044403515836129e-09,3.4946462125371077e-10,1.6068793485165268e-09,6.052231452994711e-09,0.00026118562480305108,0.039080088026591978,7.5571193591855449e-05,4.1205261109117244e-07,0.0024346109645021594,8.2598023752013564e-05,9.3796264346733976e-08,3.2410388281517255e-09,5.7934042383164341e-13,1.9007153454722378e-11,5.4924383353389317e-06,1.3533401915886698e-11
1.0453579958387944e-05,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40684888383880136,0.042080517054768694,0.0013056113525730759,0.0,0.0099882980822743762,0.13242696446881458,0.032957924280909857,1.3157615192672394e-05,1.4069423889933965e-09,0.0010697991750314719,3.2243246204128112e-11,0.00065319857364576047,3.1972550953443288e-09,1.8577383613285695e-06,3.9140193197972543e-09,1.0442672622741884e-10,7.6590309707632285e-06,5.2223719478287662e-05,0.0027775705891009412,7.0146486074536995e-08,0.00076287492396021625,3.9848168425874155e-09,3.4748558291554181e-10,1.6057475513253708e-09,6.0671200761069402e-09,0.00026169993674033401,0.039137851858472648,7.5584188556707195e-05,4.1203224127282285e-07,0.0024367256665302666,8.2645824915528781e-05,9.3812732696042232e-08,3.2431856002126376e-09,5.7668011987070068e-13,1.8914056533233382e-11,5.4948724771400185e-06,1.3539365127922349e-11
